species	assembly	run	read_id	caller	gene5	gene3	chrom5	chrom3	strand5	strand3	boundary5_0based	boundary3_0based	query_gap_nt	status	start5	end5	qstart5	qend5	start3	end3	qstart3	qend3	original_read_id	mapq5	aligned_nt5	mapq3	aligned_nt3	alignment_qc_pass	symbol5	symbol3	genion_flag	statistical_flag	caller_statistical_pass
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.471027	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			6	43			101	1286	7d2f9c54-b653-4c81-b830-a1945f9d806d	60	37	60	1162	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.471330	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			0	79			136	1377	6c66599e-f29c-4764-bb35-26a1d729f00b	60	74	60	1210	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.472944	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			101	1327	ac97a3df-4561-4757-ab33-255e967c5a21	60	41	60	1194	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.476457	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	0	observed exon-aligned boundaries; not exon-repaired; not conserved			2	69			69	1281	b3e709bb-93ce-47f8-996e-afa554689542	60	67	60	1189	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.478456	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	observed exon-aligned boundaries; not exon-repaired; not conserved			0	37			99	1301	ed027002-040b-414b-a3d3-d34817ad57ae	60	37	60	1172	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.482044	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			3	34			94	1294	0a7c9a89-b7ed-4946-adfd-0dfa7effcfd5	60	31	60	1165	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.483101	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392491	57	observed exon-aligned boundaries; not exon-repaired; not conserved			5	43			100	1306	18cc6a3a-6f9b-4973-81dd-d6c13c215d30	60	38	60	1185	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.487328	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	75			134	1363	c9c5cb1a-4da7-4948-b471-808115ec3f06	60	69	60	1214	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.487873	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392496	55	observed exon-aligned boundaries; not exon-repaired; not conserved			4	42			97	1307	85d3cb1f-b7b1-457e-be72-1f83861eb63e	60	38	60	1176	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.489173	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			0	42			99	1338	b40d66bf-01af-4478-84c7-64bb762215dd	60	40	60	1214	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.492035	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	observed exon-aligned boundaries; not exon-repaired; not conserved			0	45			107	1348	6fb6d99c-4839-4d9b-998a-b584d749b440	60	41	60	1220	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.492074	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			3	45			103	1334	fa56187e-67b0-4262-87a4-f8de12c171ba	60	42	60	1202	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.496455	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	observed exon-aligned boundaries; not exon-repaired; not conserved			2	39			94	1309	1f35563f-d8ce-4764-96e9-b803fd7e17b3	60	37	60	1189	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.497004	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	observed exon-aligned boundaries; not exon-repaired; not conserved			3	41			97	1310	0936f622-cbeb-4100-8cff-787f845f5f44	60	38	60	1186	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.499267	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			0	39			100	1317	8c2a55c0-f265-4da6-85f6-98c683fcbef0	60	39	60	1197	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.510426	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			3	42			99	1329	8a84f7c1-0c99-40b3-a882-081f0330c7ec	60	37	60	1207	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.511735	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			3	73			134	1348	ead878c8-f6bb-4c6c-a48c-57eef236768d	60	67	60	1185	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.512348	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			99	1332	a0242340-6f40-42c7-938f-ac5ebbe72cef	60	41	60	1207	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.512475	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	observed exon-aligned boundaries; not exon-repaired; not conserved			0	43			98	1276	fb8d6e2b-68fe-42dd-b2a5-a7650f5ac5e8	60	40	60	1147	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.519037	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	observed exon-aligned boundaries; not exon-repaired; not conserved			4	42			98	1322	6f111b6a-552e-4903-b244-26376a6355ba	60	38	60	1198	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.520224	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			0	44			101	1320	e758651b-1798-40d9-806a-21c6e2632dda	60	41	60	1200	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.520916	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			1	39			97	1309	8015569b-7f0b-4609-855e-edb7b5567870	60	38	60	1177	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.522323	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	65	observed exon-aligned boundaries; not exon-repaired; not conserved			7	45			110	1342	26455643-5f8c-4a2c-ac5c-d30b8eb081c0	60	37	60	1164	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.523768	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	observed exon-aligned boundaries; not exon-repaired; not conserved			3	40			102	1345	7ab06570-82fd-450b-afc3-71088e5dfe45	60	37	60	1184	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.524294	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	100			159	1371	5888a685-4f3d-42b8-b101-88aa20cda21b	60	99	60	1179	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.524483	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			14	38			97	1273	5265e38b-89ad-4ae4-965a-317e084d389e	60	24	60	1163	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.525232	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			2	40			98	1327	0e5cae3d-3983-4ae5-b818-e9c5671bb96d	60	37	60	1179	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.527646	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	54	observed exon-aligned boundaries; not exon-repaired; not conserved			0	91			145	1353	b16adbb0-219b-4e6f-b2a7-9063bda0476f	60	88	60	1185	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.532077	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			3	37			97	1330	e6808c34-8c38-45fd-acb6-1f3503ceaf65	60	34	60	1196	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.535791	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	63	observed exon-aligned boundaries; not exon-repaired; not conserved			5	47			110	1325	c2057ce7-5580-45b1-83b6-de473c6af9e7	60	38	60	1187	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.537528	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			1	67			125	1357	e8321dc7-5e76-42ab-85ec-6d7891867c5b	60	65	60	1207	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.538696	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			0	45			106	1355	34a72bfa-4df3-4267-8c20-7c942f3dcbcb	60	43	60	1206	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.543313	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	44			103	1336	75f926bb-8661-4cfb-a6de-bad5f7906389	60	42	60	1208	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.548748	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			0	37			98	1342	7098e710-8486-43a4-9a3a-9420119462ed	60	36	60	1191	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.555079	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			4	45			102	1281	c334256d-1e39-46e7-93f4-d49e423f2af7	60	40	60	1157	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.557594	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			1	42			102	1355	d3554bdd-facb-4167-a0e3-d8aabe1dcaa0	60	41	60	1223	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.559591	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			3	42			101	1349	290ebed5-13e2-41a2-896f-6e7981a28911	60	38	60	1218	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.560210	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			3	42			100	1316	0b1cf679-aa3c-4e98-a828-d696cda7cfb9	60	37	60	1186	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.560901	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	observed exon-aligned boundaries; not exon-repaired; not conserved			2	43			98	1327	44c73e32-473b-4b8e-91c4-c90519681b10	60	39	60	1203	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.562939	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			103	1335	ee36bf9c-d771-4eba-b661-62b7013e709a	60	41	60	1191	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.564031	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	observed exon-aligned boundaries; not exon-repaired; not conserved			2	38			100	1317	70556d66-5740-4c70-8108-da8eea2ad3ba	60	36	60	1194	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.564045	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	observed exon-aligned boundaries; not exon-repaired; not conserved			3	43			98	1318	d148f902-7ecf-4091-b17e-15142d44558c	60	37	60	1179	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.566357	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			102	1308	09557c4e-fbfe-4db6-a466-bbda4d7c0527	60	41	60	1187	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.567225	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	54	observed exon-aligned boundaries; not exon-repaired; not conserved			0	40			94	1296	960fed97-ddc8-43e9-a333-bb83271d7c46	60	40	60	1184	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.570067	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			2	45			102	1293	e24f4177-325b-4ea0-a5f3-dcb93dbc14ee	60	41	60	1174	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.571978	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			97	1154	171bf4d6-8f9d-45b5-8f35-303e0e92efb2	60	41	60	1043	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.572985	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			4	41			101	1332	2088e646-a49a-4ef9-8fd0-f24f5b404498	60	37	60	1205	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.574919	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	observed exon-aligned boundaries; not exon-repaired; not conserved			6	45			107	1352	8aa9f45e-e6e6-4e89-b67f-8e1e3901bb7b	60	37	60	1199	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.577036	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	observed exon-aligned boundaries; not exon-repaired; not conserved			1	40			96	1322	1e71adb9-f9ab-4248-b5c4-c9f434f5f793	60	39	60	1199	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.578105	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			0	78			139	1372	5172e13b-9ef4-4805-b451-89b3b6babc33	60	75	60	1202	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.578922	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			2	45			106	1371	e6ee3d83-0f36-4b88-9884-a3f20f01977a	60	41	60	1177	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.580998	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			2	37			98	1313	e53430ba-1d60-4629-b00a-860d522e5004	60	35	60	1177	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.582343	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			100	1314	1fec094e-c71d-445f-893b-6cd85f9dbc1b	60	41	60	1186	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.583658	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	64	observed exon-aligned boundaries; not exon-repaired; not conserved			3	40			104	1340	57f3e30c-4be6-4215-9c98-f03ebbc5c9c5	60	37	60	1204	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.586056	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			99	1322	438690ef-3e47-4935-9232-3fd9ed607990	60	41	60	1202	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.589137	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			3	42			102	1339	e86ac791-9c1c-4b19-9c6e-26139c9bfaba	60	38	60	1208	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.590170	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392495	56	observed exon-aligned boundaries; not exon-repaired; not conserved			0	64			120	1337	435129d8-1bad-45ef-bba5-88810702d636	60	64	60	1189	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.595548	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			0	40			101	1331	736acc3e-3326-479d-ae7f-76d3fe4e4e81	60	40	60	1202	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.596169	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			3	43			102	1327	22ddba4f-245f-4bd9-a091-97d372bbb6e7	60	39	60	1192	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.609515	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	observed exon-aligned boundaries; not exon-repaired; not conserved			0	38			93	1286	25752c68-c7f5-407d-bd73-b28c27edd16b	60	38	60	1183	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.610575	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			3	45			104	1325	ebf468ff-89a7-46fa-8964-1345fa4aeea2	60	38	60	1188	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.610858	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	40			99	1335	baf98595-d48e-48ed-8fb0-b18bc1df05a7	60	40	60	1206	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.611003	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			4	43			102	1307	dc4f7336-6f4d-42b8-bdcc-4f2169b66a7f	60	38	60	1177	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.611329	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			3	40			101	1342	0e1f0c38-210f-4c02-bdab-175ef4d342da	60	37	60	1213	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.616370	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			2	15			73	1322	9e3c44d7-62dd-4218-95c6-633690b44453	60	13	60	1225	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.619100	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	95			95	1280	12b088fc-f1b6-4f5b-93c7-55d00d615e76	60	92	60	1164	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.619555	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			11	48			108	1310	e9b3672d-dcea-44d9-aade-2b978f8b532c	60	34	60	1146	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.624742	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	38			97	1308	9b56a0e3-a6bf-4da2-8cfe-30b3bb30f8db	60	38	60	1180	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.628427	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	63	observed exon-aligned boundaries; not exon-repaired; not conserved			2	41			104	1344	5f07efd1-2ffb-4aff-aa45-c451b7a09a1a	60	38	60	1214	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.633780	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			3	41			99	1299	f5b31aa9-3786-4dfe-8b0a-9c25b3788c6e	60	36	60	1168	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.647281	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	0	observed exon-aligned boundaries; not exon-repaired; not conserved			1	314			314	1568	6ad3ac71-58dd-47fe-9325-395770d44836	60	304	60	1203	True	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.652641	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			1	44			102	1335	dc54cad7-b92e-4336-bb2c-650805131f02	60	42	60	1204	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.655555	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	observed exon-aligned boundaries; not exon-repaired; not conserved			4	42			104	1358	cf7eb2f2-9414-4291-bd7f-a970a7f1f433	60	38	60	1224	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.659130	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			3	41			99	1344	b692feb0-62c4-47a7-b3ca-b76871cda05b	60	37	60	1216	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.660316	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	42			101	1333	2191bb3e-3c31-4d75-ac29-06a4f28085dd	60	42	60	1209	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.661895	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	observed exon-aligned boundaries; not exon-repaired; not conserved			3	41			97	1321	915b96bb-ca34-4648-a852-c8916f09165f	60	38	60	1181	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.662464	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	63	observed exon-aligned boundaries; not exon-repaired; not conserved			1	45			108	1338	93111284-a977-4148-9a07-be976dfdfdc4	60	40	60	1197	False	ANG2	RNASE4	PASS:GF	pPASS	True
