sequence_id	role	sequence_sha256	length_aa	pfam_accession	pfam_name	description	hmm_length	hmm_start_1based	hmm_end_1based	hmm_coverage	sequence_start_1based	sequence_end_1based	envelope_start_1based	envelope_end_1based	sequence_span_coverage	sequence_bitscore	domain_bitscore	sequence_evalue	domain_independent_evalue	domain_conditional_evalue	sequence_GA_bitscore	domain_GA_bitscore	domain_number
control_b8cd310c0b779bdcb4826e0488b12738fc7c3d9c111a7f8a51926ee62aadbf93	parent_control	b8cd310c0b779bdcb4826e0488b12738fc7c3d9c111a7f8a51926ee62aadbf93	146	PF00071.29	Ras	Ras family	162	50	161	0.691358024691358	1	117	1	118	0.8013698630136986	107.39349365234375	107.20838165283203	2.0835104215086913e-32	2.3753767313940642e-32	7.6197579947089925e-34	21.600000381469727	21.600000381469727	1
control_b8f8063bed84a63d5090a9136405f2365905bb0dab8a819aa4f08ed7c70edb84	parent_control	b8f8063bed84a63d5090a9136405f2365905bb0dab8a819aa4f08ed7c70edb84	847	PF13181.13	TPR_8	Tetratricopeptide repeat	34	3	34	0.9411764705882353	567	598	565	598	0.03778040141676505	45.44766616821289	20.590953826904297	1.4027783884748365e-13	1.3220444871943744e-05	1.8438556306755572e-07	25.700000762939453	11.800000190734863	4
control_b8f8063bed84a63d5090a9136405f2365905bb0dab8a819aa4f08ed7c70edb84	parent_control	b8f8063bed84a63d5090a9136405f2365905bb0dab8a819aa4f08ed7c70edb84	847	PF13432.13	TPR_16	Tetratricopeptide repeat	65	3	59	0.8769230769230769	571	627	569	630	0.06729634002361275	38.73247146606445	23.697126388549805	3.8174952106103825e-11	1.9326326875107617e-06	2.4258987709340103e-08	32.70000076293945	15.5	3
control_b96b094df28c124b911629991c20eb1d0e4f183c01d4292fb1f50408a2e06531	parent_control	b96b094df28c124b911629991c20eb1d0e4f183c01d4292fb1f50408a2e06531	489	PF00675.26	Peptidase_M16	Insulinase (Peptidase family M16)	149	1	148	0.9932885906040269	68	214	68	215	0.3006134969325153	200.95440673828125	200.17681884765625	3.407743805302056e-61	5.9166615620569795e-61	8.25196870579774e-64	22.299999237060547	22.299999237060547	1
control_b96b094df28c124b911629991c20eb1d0e4f183c01d4292fb1f50408a2e06531	parent_control	b96b094df28c124b911629991c20eb1d0e4f183c01d4292fb1f50408a2e06531	489	PF05193.27	Peptidase_M16_C	Peptidase M16 inactive domain	181	1	181	1.0	220	404	220	404	0.3783231083844581	138.93124389648438	136.22506713867188	6.217138262794718e-42	4.2080118057181934e-41	5.86891465232663e-44	23.0	23.0	2
control_bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	parent_control	bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	1191	PF05605.19	zf-Di19	Drought induced 19 protein (Di19), zinc-binding	54	3	51	0.9074074074074074	187	238	185	246	0.0436607892527288	34.36161804199219	34.36161804199219	7.783089548014668e-10	7.783089548014668e-10	5.427538039061833e-12	27.5	27.5	1
control_bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	parent_control	bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	1191	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	2	23	0.9565217391304348	188	210	187	210	0.019311502938706968	93.77291107177734	17.96846580505371	9.57105403714208e-29	0.00011728888176857345	8.179140988045568e-07	25.200000762939453	15.800000190734863	1
control_bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	parent_control	bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	1191	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	1	23	1.0	217	239	217	239	0.019311502938706968	93.77291107177734	20.04977035522461	9.57105403714208e-29	2.557896315706977e-05	1.783749174133178e-07	25.200000762939453	15.800000190734863	2
control_bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	parent_control	bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	1191	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	1	23	1.0	258	280	258	280	0.019311502938706968	93.77291107177734	24.170249938964844	9.57105403714208e-29	1.2546499361663612e-06	8.74930220478634e-09	25.200000762939453	15.800000190734863	3
control_bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	parent_control	bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	1191	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	1	21	0.9130434782608695	286	306	286	307	0.017632241813602016	93.77291107177734	16.531410217285156	9.57105403714208e-29	0.0003356668514701099	2.3407730228041136e-06	25.200000762939453	15.800000190734863	4
control_bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	parent_control	bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	1191	PF12874.14	zf-met	Zinc-finger of C2H2 type	25	1	19	0.76	975	993	975	995	0.01595298068849706	29.088886260986328	13.514673233032227	3.4182656230900154e-08	0.002731962384315177	1.9051341592156048e-05	21.200000762939453	13.300000190734863	6
control_bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	parent_control	bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	1191	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	1	23	1.0	975	997	975	997	0.019311502938706968	93.77291107177734	16.342266082763672	9.57105403714208e-29	0.000385489526653912	2.6882114829422038e-06	25.200000762939453	15.800000190734863	6
control_bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	parent_control	bad579d1547f0444661ca125a4bb337ecf6e9a486ce2eeee9bf1c147cb1573f0	1191	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	1	21	0.9130434782608695	1031	1051	1031	1052	0.017632241813602016	93.77291107177734	18.393497467041016	9.57105403714208e-29	8.593992917803926e-05	5.993021560532723e-07	25.200000762939453	15.800000190734863	8
control_bb0a07bc035ef3d02b3a5963fa4231a2152f7431c07229e2366adade313f88c9	parent_control	bb0a07bc035ef3d02b3a5963fa4231a2152f7431c07229e2366adade313f88c9	93	PF07653.24	SH3_2	Variant SH3 domain	55	7	52	0.8363636363636363	41	87	35	90	0.5053763440860215	38.65213394165039	38.021820068359375	2.400529587670564e-11	3.7769490682886876e-11	6.848024810007383e-13	21.799999237060547	21.799999237060547	1
control_bb0a07bc035ef3d02b3a5963fa4231a2152f7431c07229e2366adade313f88c9	parent_control	bb0a07bc035ef3d02b3a5963fa4231a2152f7431c07229e2366adade313f88c9	93	PF14604.13	SH3_9	Variant SH3 domain	49	9	48	0.8163265306122449	46	87	39	88	0.45161290322580644	41.56157302856445	41.14888000488281	3.335627209444699e-12	4.488298568065458e-12	7.51179676663675e-14	30.0	30.0	1
control_bb0a07bc035ef3d02b3a5963fa4231a2152f7431c07229e2366adade313f88c9	parent_control	bb0a07bc035ef3d02b3a5963fa4231a2152f7431c07229e2366adade313f88c9	93	PF00018.35	SH3_1	SH3 domain	48	11	48	0.7916666666666666	47	84	39	84	0.40860215053763443	44.1119270324707	43.64018249511719	4.448924747743587e-13	6.246087445922288e-13	1.2195986644757605e-14	22.899999618530273	22.899999618530273	1
control_bb35a936b0a3024469628d3d10185ae274d1d0c1c66c616c5405acd8bd543df1	parent_control	bb35a936b0a3024469628d3d10185ae274d1d0c1c66c616c5405acd8bd543df1	531	PF00258.31	Flavodoxin_1	Flavodoxin	143	1	109	0.7622377622377622	8	110	8	126	0.19397363465160075	90.00715637207031	89.27729797363281	6.012444848471543e-27	1.0096453405457407e-26	1.5489677470018337e-28	25.0	25.0	1
control_bb35a936b0a3024469628d3d10185ae274d1d0c1c66c616c5405acd8bd543df1	parent_control	bb35a936b0a3024469628d3d10185ae274d1d0c1c66c616c5405acd8bd543df1	531	PF00667.27	FAD_binding_1	FAD binding domain	222	4	222	0.9864864864864865	137	354	134	354	0.4105461393596987	155.13580322265625	154.71202087402344	7.720126119991256e-47	1.0404441755375679e-46	4.353322910199029e-49	32.29999923706055	32.29999923706055	1
control_bb35a936b0a3024469628d3d10185ae274d1d0c1c66c616c5405acd8bd543df1	parent_control	bb35a936b0a3024469628d3d10185ae274d1d0c1c66c616c5405acd8bd543df1	531	PF00175.27	NAD_binding_1	Oxidoreductase NAD-binding domain	109	1	100	0.9174311926605505	389	485	389	494	0.18267419962335216	46.16937255859375	45.18932342529297	2.4300264795529327e-13	4.899615287542586e-13	2.050048237465517e-15	22.0	22.0	1
control_bc24afb36d9714e5814f0713e8c0949a4b43ab6f5c30becf655c8d0866756bd8	parent_control	bc24afb36d9714e5814f0713e8c0949a4b43ab6f5c30becf655c8d0866756bd8	608	PF00565.24	SNase	Staphylococcal nuclease homologue	107	3	107	0.9813084112149533	50	166	48	166	0.1924342105263158	165.0387725830078	56.87603759765625	2.250284422356326e-50	9.661054697214694e-17	2.6948548667265534e-19	21.0	21.0	1
control_bc24afb36d9714e5814f0713e8c0949a4b43ab6f5c30becf655c8d0866756bd8	parent_control	bc24afb36d9714e5814f0713e8c0949a4b43ab6f5c30becf655c8d0866756bd8	608	PF00565.24	SNase	Staphylococcal nuclease homologue	107	1	106	0.9906542056074766	220	327	220	328	0.17763157894736842	165.0387725830078	46.54869079589844	2.250284422356326e-50	1.5713516091868266e-13	4.3831286169785955e-16	21.0	21.0	2
control_bc24afb36d9714e5814f0713e8c0949a4b43ab6f5c30becf655c8d0866756bd8	parent_control	bc24afb36d9714e5814f0713e8c0949a4b43ab6f5c30becf655c8d0866756bd8	608	PF00565.24	SNase	Staphylococcal nuclease homologue	107	2	106	0.9813084112149533	368	495	367	496	0.21052631578947367	165.0387725830078	44.59456253051758	2.250284422356326e-50	6.366519233096748e-13	1.7758770524677122e-15	21.0	21.0	3
control_bc804b2f054de0a544e42e5442aa2e5fa82efbf1727cd58e1ad61ee37efafbe2	parent_control	bc804b2f054de0a544e42e5442aa2e5fa82efbf1727cd58e1ad61ee37efafbe2	152	PF04923.18	Ninjurin	Ninjurin	102	1	102	1.0	38	139	38	139	0.6710526315789473	135.4828338623047	135.2461700439453	2.07454075101235e-41	2.458254227145313e-41	6.857055026904639e-44	26.0	26.0	1
control_bcb7b996e4fc113c4f01da4d20cf46574b1e418f3b7425e67f28959780b42c57	parent_control	bcb7b996e4fc113c4f01da4d20cf46574b1e418f3b7425e67f28959780b42c57	49	PF05279.17	Asp-B-Hydro_N	Aspartyl beta-hydroxylase N-terminal region	66	17	65	0.7424242424242424	1	49	1	49	1.0	109.05245208740234	108.94775390625	3.0345537475425666e-33	3.2717451329121577e-33	1.0038827465002438e-34	23.0	23.0	1
control_bdfc3509f31b8c229e58463ce30c8bf3d6db5bf33272128697e4c03a28829fca	parent_control	bdfc3509f31b8c229e58463ce30c8bf3d6db5bf33272128697e4c03a28829fca	200	PF28124.1	CYHR1_TRAF_C	CYHR1 TRAF, C-terminal domain	135	1	135	1.0	65	199	65	199	0.675	210.91989135742188	209.8095245361328	2.7026990181286826e-64	5.9536192957925726e-64	4.1517568310966337e-66	27.0	27.0	2
control_bff4afb467049187088c69aef0012509b50b31a4645e8429b7ed5a557ff02713	parent_control	bff4afb467049187088c69aef0012509b50b31a4645e8429b7ed5a557ff02713	211	PF08477.20	Roc	Ras of Complex, Roc, domain of DAPkinase	119	1	77	0.6470588235294118	5	72	5	77	0.3222748815165877	68.52841186523438	47.58653259277344	2.234411386539341e-20	6.91752865602318e-14	1.9295756362686695e-15	27.0	27.0	1
control_bff4afb467049187088c69aef0012509b50b31a4645e8429b7ed5a557ff02713	parent_control	bff4afb467049187088c69aef0012509b50b31a4645e8429b7ed5a557ff02713	211	PF00071.29	Ras	Ras family	162	1	73	0.4506172839506173	5	76	5	78	0.3412322274881517	163.62168884277344	89.4789047241211	1.0570743322868887e-49	6.744843985165982e-27	2.1636180147673303e-28	21.600000381469727	21.600000381469727	1
control_bff4afb467049187088c69aef0012509b50b31a4645e8429b7ed5a557ff02713	parent_control	bff4afb467049187088c69aef0012509b50b31a4645e8429b7ed5a557ff02713	211	PF00071.29	Ras	Ras family	162	54	160	0.6604938271604939	78	195	75	197	0.5592417061611374	163.62168884277344	72.95512390136719	1.0570743322868887e-49	8.1538523265559735e-22	2.6156011647250683e-23	21.600000381469727	21.600000381469727	2
control_c03d204706e59801d24331f4cee7361504552f0754d3f2cc6a7a74d903e10d81	parent_control	c03d204706e59801d24331f4cee7361504552f0754d3f2cc6a7a74d903e10d81	143	PF00227.32	Proteasome	Proteasome subunit	189	2	115	0.6031746031746031	34	143	33	143	0.7692307692307693	94.09046173095703	93.87320709228516	3.200901587511692e-28	3.7315635373194826e-28	9.888383153287332e-30	22.399999618530273	22.399999618530273	1
control_c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	parent_control	c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	1215	PF05605.19	zf-Di19	Drought induced 19 protein (Di19), zinc-binding	54	3	51	0.9074074074074074	211	262	209	269	0.04279835390946502	35.00465774536133	35.00465774536133	4.901574117760842e-10	4.901574117760842e-10	3.418113052831828e-12	27.5	27.5	1
control_c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	parent_control	c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	1215	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	2	23	0.9565217391304348	212	234	211	234	0.018930041152263374	93.51709747314453	17.938051223754883	1.15411578357793e-28	0.00011992829364990208	8.363200393995962e-07	25.200000762939453	15.800000190734863	1
control_c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	parent_control	c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	1215	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	1	23	1.0	241	263	241	263	0.018930041152263374	93.51709747314453	20.019378662109375	1.15411578357793e-28	2.615414167973119e-05	1.8238592524219798e-07	25.200000762939453	15.800000190734863	2
control_c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	parent_control	c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	1215	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	1	23	1.0	282	304	282	304	0.018930041152263374	93.51709747314453	24.139848709106445	1.15411578357793e-28	1.2828714347960513e-06	8.946104845160748e-09	25.200000762939453	15.800000190734863	3
control_c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	parent_control	c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	1215	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	1	21	0.9130434782608695	310	330	310	331	0.01728395061728395	93.51709747314453	16.50113868713379	1.15411578357793e-28	0.00034318461214022215	2.3931981320796522e-06	25.200000762939453	15.800000190734863	4
control_c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	parent_control	c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	1215	PF12874.14	zf-met	Zinc-finger of C2H2 type	25	1	19	0.76	999	1017	999	1019	0.015637860082304528	28.839059829711914	13.48451042175293	4.0968462953889074e-08	0.0027923495798582044	1.9472451742386363e-05	21.200000762939453	13.300000190734863	6
control_c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	parent_control	c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	1215	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	1	23	1.0	999	1021	999	1021	0.018930041152263374	93.51709747314453	16.311918258666992	1.15411578357793e-28	0.00039414514253011677	2.748571426290912e-06	25.200000762939453	15.800000190734863	6
control_c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	parent_control	c07db310018a45019886e29b23b1d63e9b4945ba891b2f98c019fe442a41fc80	1215	PF00096.33	zf-C2H2	Zinc finger, C2H2 type	23	1	21	0.9130434782608695	1055	1075	1055	1076	0.01728395061728395	93.51709747314453	18.363231658935547	1.15411578357793e-28	8.7864314429906e-05	6.127218579491353e-07	25.200000762939453	15.800000190734863	8
control_c0e796b67a5973575bb7df4c14d6ff60dc203f3faa6fc875468267c95a3afac3	parent_control	c0e796b67a5973575bb7df4c14d6ff60dc203f3faa6fc875468267c95a3afac3	1565	PF00651.38	BTB	BTB/POZ domain	110	4	104	0.9181818181818182	499	603	496	606	0.0670926517571885	47.90336608886719	47.01995849609375	4.9902136400401184e-14	9.387759688836839e-14	1.3093109747331714e-16	20.5	20.5	1
control_c0e796b67a5973575bb7df4c14d6ff60dc203f3faa6fc875468267c95a3afac3	parent_control	c0e796b67a5973575bb7df4c14d6ff60dc203f3faa6fc875468267c95a3afac3	1565	PF09494.17	Slx4	Slx4 endonuclease	60	2	60	0.9833333333333333	1485	1541	1484	1541	0.03642172523961661	57.477882385253906	56.62179183959961	3.949965082041235e-17	7.30950766081287e-17	1.0194571353992845e-19	24.799999237060547	24.799999237060547	1
control_c1395869225a72fb3b65c64fabf1c560f7e92f0c6a00d71b8d9420276fe4e517	parent_control	c1395869225a72fb3b65c64fabf1c560f7e92f0c6a00d71b8d9420276fe4e517	279	PF00017.31	SH2	SH2 domain	77	1	77	1.0	169	252	169	252	0.3010752688172043	43.90211868286133	43.222320556640625	7.46669830380015e-13	1.216994561614296e-12	1.697342484817707e-14	21.0	21.0	1
control_c13f0f65d3165b6465f0252b6b81c75f4dd2d80db165bd113219514211e59aad	parent_control	c13f0f65d3165b6465f0252b6b81c75f4dd2d80db165bd113219514211e59aad	285	PF00261.26	Tropomyosin	Tropomyosin	242	1	82	0.33884297520661155	2	83	2	84	0.28771929824561404	277.7283935546875	52.62221145629883	2.8472823770261484e-84	1.5954648774218347e-15	2.892753613177664e-17	38.599998474121094	38.599998474121094	1
control_c13f0f65d3165b6465f0252b6b81c75f4dd2d80db165bd113219514211e59aad	parent_control	c13f0f65d3165b6465f0252b6b81c75f4dd2d80db165bd113219514211e59aad	285	PF16526.11	CLZ	C-terminal leucine zipper domain of cyclic nucleotide-gated channels	71	9	69	0.8591549295774648	14	73	10	75	0.21052631578947367	33.65389633178711	27.20381736755371	1.4504501573545188e-09	1.4954692872110108e-07	1.2514387340677915e-09	26.700000762939453	26.700000762939453	1
control_c13f0f65d3165b6465f0252b6b81c75f4dd2d80db165bd113219514211e59aad	parent_control	c13f0f65d3165b6465f0252b6b81c75f4dd2d80db165bd113219514211e59aad	285	PF00261.26	Tropomyosin	Tropomyosin	242	25	241	0.8966942148760331	68	284	68	285	0.7614035087719299	277.7283935546875	234.95957946777344	2.8472823770261484e-84	3.282629046861865e-71	5.95176814633253e-73	38.599998474121094	38.599998474121094	2
control_c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	parent_control	c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	914	PF00431.27	CUB	CUB domain	110	1	110	1.0	28	139	28	139	0.12253829321663019	195.81166076660156	100.18116760253906	6.203314533056721e-60	3.170643238368745e-30	2.6532579400575276e-32	21.399999618530273	21.399999618530273	1
control_c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	parent_control	c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	914	PF00431.27	CUB	CUB domain	110	1	110	1.0	149	264	149	264	0.12691466083150985	195.81166076660156	93.09979248046875	6.203314533056721e-60	5.023934968966696e-28	4.2041296811436785e-30	21.399999618530273	21.399999618530273	2
control_c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	parent_control	c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	914	PF00754.32	F5_F8_type_C	F5/8 type C domain	127	1	127	1.0	292	424	292	424	0.14551422319474835	179.66439819335938	90.98396301269531	9.133032862192724e-55	2.48907758930391e-27	2.0829101165723096e-29	28.200000762939453	28.200000762939453	1
control_c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	parent_control	c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	914	PF00754.32	F5_F8_type_C	F5/8 type C domain	127	1	127	1.0	449	589	449	589	0.15426695842450766	179.66439819335938	86.52030944824219	9.133032862192724e-55	5.983797890436041e-26	5.007362251410913e-28	28.200000762939453	28.200000762939453	2
control_c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	parent_control	c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	914	PF22633.4	F5_F8_type_C_2	NedA-like, galactose-binding domain	90	17	90	0.8222222222222222	484	573	474	573	0.09846827133479212	45.907875061035156	28.680580139160156	2.55705210427989e-13	6.06291564133013e-08	5.073569574334837e-10	28.200000762939453	28.200000762939453	2
control_c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	parent_control	c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	914	PF00629.31	MAM	MAM domain, meprin/A5/mu	158	1	153	0.9683544303797469	646	792	646	800	0.16083150984682712	107.23387145996094	105.97217559814453	2.710138741833657e-32	6.626156111525283e-32	5.544900511736638e-34	26.399999618530273	26.399999618530273	1
control_c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	parent_control	c1c80538daddfb8eba13420a8d8f6113b322d97b42673abc0f331d0fe2664532	914	PF11980.14	DUF3481	C-terminal domain of neuropilin glycoprotein	82	4	82	0.9634146341463414	836	914	833	914	0.08643326039387308	138.18905639648438	137.35694885253906	2.2874924310777813e-42	4.1590036987179596e-42	2.320225215463297e-44	28.5	28.5	1
control_c1d4eff5d1ede542260fe91111b1ac3522e8ea3d0af067ba7fd648d6736a2f78	parent_control	c1d4eff5d1ede542260fe91111b1ac3522e8ea3d0af067ba7fd648d6736a2f78	276	PF02719.22	Polysacc_synt_2	Polysaccharide biosynthesis protein	293	1	76	0.2593856655290102	15	84	15	106	0.2536231884057971	30.327428817749023	29.920011520385742	8.914827111567701e-09	1.1864076014331469e-08	2.151087701343223e-10	20.200000762939453	20.200000762939453	1
control_c1d4eff5d1ede542260fe91111b1ac3522e8ea3d0af067ba7fd648d6736a2f78	parent_control	c1d4eff5d1ede542260fe91111b1ac3522e8ea3d0af067ba7fd648d6736a2f78	276	PF08659.17	KR	KR domain	180	3	161	0.8833333333333333	15	174	13	187	0.5797101449275363	71.96842956542969	71.55683898925781	2.2708350902473563e-21	3.0374511198202483e-21	7.201766950759306e-23	22.600000381469727	22.600000381469727	1
control_c1d4eff5d1ede542260fe91111b1ac3522e8ea3d0af067ba7fd648d6736a2f78	parent_control	c1d4eff5d1ede542260fe91111b1ac3522e8ea3d0af067ba7fd648d6736a2f78	276	PF00106.32	adh_short	short chain dehydrogenase	195	3	189	0.958974358974359	15	203	13	207	0.6847826086956522	136.78717041015625	136.48008728027344	2.4126786684404836e-41	2.996476094092691e-41	6.6866970021594214e-43	26.600000381469727	25.0	1
control_c1d4eff5d1ede542260fe91111b1ac3522e8ea3d0af067ba7fd648d6736a2f78	parent_control	c1d4eff5d1ede542260fe91111b1ac3522e8ea3d0af067ba7fd648d6736a2f78	276	PF13561.13	adh_short_C2	Enoyl-(Acyl carrier protein) reductase	236	6	215	0.8898305084745762	22	236	19	241	0.7789855072463768	101.44291687011719	101.09447479248047	2.1178819714342196e-30	2.7061908154922803e-30	6.038919532479287e-32	27.0	27.0	1
control_c281fbcfa73641e46be5b0c9d10d3da4c8653005b87b566455060c9f29f05b13	parent_control	c281fbcfa73641e46be5b0c9d10d3da4c8653005b87b566455060c9f29f05b13	725	PF05279.17	Asp-B-Hydro_N	Aspartyl beta-hydroxylase N-terminal region	66	1	66	1.0	52	117	52	117	0.0910344827586207	146.5139617919922	145.59884643554688	6.12883077115033e-45	1.1831993681340223e-44	3.630458312266177e-46	23.0	23.0	1
control_c281fbcfa73641e46be5b0c9d10d3da4c8653005b87b566455060c9f29f05b13	parent_control	c281fbcfa73641e46be5b0c9d10d3da4c8653005b87b566455060c9f29f05b13	725	PF13432.13	TPR_16	Tetratricopeptide repeat	65	1	61	0.9384615384615385	312	372	312	379	0.08413793103448276	38.58461380004883	28.872310638427734	4.246599549361229e-11	4.644073709867317e-08	5.829381225774875e-10	32.70000076293945	15.5	1
control_c281fbcfa73641e46be5b0c9d10d3da4c8653005b87b566455060c9f29f05b13	parent_control	c281fbcfa73641e46be5b0c9d10d3da4c8653005b87b566455060c9f29f05b13	725	PF13174.13	TPR_6	Tetratricopeptide repeat	33	10	33	0.7272727272727273	318	341	310	341	0.03310344827586207	36.58586502075195	17.29119873046875	1.5319104771943362e-10	0.0002184093162264474	1.2184620152103062e-06	26.299999237060547	12.199999809265137	1
control_c281fbcfa73641e46be5b0c9d10d3da4c8653005b87b566455060c9f29f05b13	parent_control	c281fbcfa73641e46be5b0c9d10d3da4c8653005b87b566455060c9f29f05b13	725	PF13181.13	TPR_8	Tetratricopeptide repeat	34	11	34	0.7058823529411765	431	454	423	454	0.03310344827586207	26.433265686035156	13.078326225280762	1.76595588569348e-07	0.0033991052305121	4.7407325390684797e-05	25.700000762939453	11.800000190734863	3
control_c281fbcfa73641e46be5b0c9d10d3da4c8653005b87b566455060c9f29f05b13	parent_control	c281fbcfa73641e46be5b0c9d10d3da4c8653005b87b566455060c9f29f05b13	725	PF05118.22	Asp_Arg_Hydrox	Aspartyl/Asparaginyl beta-hydroxylase	157	1	157	1.0	558	712	558	712	0.21379310344827587	191.3778839111328	190.46641540527344	3.4502246090299665e-58	6.58232441265284e-58	2.7541106329091377e-60	22.600000381469727	22.600000381469727	1
control_c2e23b4905b67a136cf777a8267c2d4f5b2aa8697f0b2a79d2ac79e2b307e3d0	parent_control	c2e23b4905b67a136cf777a8267c2d4f5b2aa8697f0b2a79d2ac79e2b307e3d0	715	PF03126.24	Plus-3	Plus-3 domain	109	1	108	0.9908256880733946	363	464	363	465	0.14265734265734265	128.14894104003906	128.14894104003906	7.332445611700246e-39	7.332445611700246e-39	3.0679688751883875e-41	27.0	27.0	2
control_c30c6a72892726cac6ea1f4d7da3f1982b531e3bf910d961a9d6cf581a1c766f	parent_control	c30c6a72892726cac6ea1f4d7da3f1982b531e3bf910d961a9d6cf581a1c766f	259	PF00300.28	His_Phos_1	Histidine phosphatase superfamily (branch 1)	194	1	118	0.6082474226804123	6	129	6	138	0.47876447876447875	113.09371185302734	88.7638931274414	5.098159200396241e-34	1.460066919079701e-26	8.14542214270405e-29	21.700000762939453	21.700000762939453	1
control_c30c6a72892726cac6ea1f4d7da3f1982b531e3bf910d961a9d6cf581a1c766f	parent_control	c30c6a72892726cac6ea1f4d7da3f1982b531e3bf910d961a9d6cf581a1c766f	259	PF00300.28	His_Phos_1	Histidine phosphatase superfamily (branch 1)	194	111	183	0.37628865979381443	150	224	131	230	0.28957528957528955	113.09371185302734	22.611907958984375	5.098159200396241e-34	2.751709326613639e-06	1.5351237526435922e-08	21.700000762939453	21.700000762939453	2
control_c3dab0c33cf799a9b93e2d1f44bd1a374e5b7cd957c0d7fbca11aadd13d66ad0	parent_control	c3dab0c33cf799a9b93e2d1f44bd1a374e5b7cd957c0d7fbca11aadd13d66ad0	188	PF00261.26	Tropomyosin	Tropomyosin	242	1	79	0.32644628099173556	2	80	2	82	0.42021276595744683	176.5515594482422	52.844215393066406	2.2609868491078655e-53	1.3648541080554012e-15	2.4746308793194166e-17	38.599998474121094	38.599998474121094	1
