pair_id	parent_a	parent_b	parent_a_ids	parent_b_ids	parent_a_mgi_ids	parent_b_mgi_ids	parent_a_mapping	parent_b_mapping	chromosome_a	chromosome_b	species	assembly	annotation	long_read_support	sample_count	sample_count_status	is_interchromosomal	genomic_distance	in_probe_panel	label	reported_nanostring_support	short_read_reported_support	cross_reported_support	caller_names	assay_tested	assay_qc_status	exclusion_reason	source_ids	source_url	score_rna_refit	score_status	read_support_outside_training_range	genomic_distance_outside_training_range	rank
Pkm:Rab1a	Pkm	Rab1a	ENSMUSG00000032294.18	ENSMUSG00000020149.18	MGI:97591	MGI:97842	unique_gencode_gene	unique_gencode_gene	chr9	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18194
Pkm:Rpl17-ps5	Pkm	Rpl17-ps5	ENSMUSG00000032294.18	ENSMUSG00000081855.5	MGI:97591	MGI:3704246	unique_gencode_gene	unique_gencode_gene	chr9	chr5	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18195
Pkm:Rpl26	Pkm	Rpl26	ENSMUSG00000032294.18	ENSMUSG00000060938.15	MGI:97591	MGI:106022	unique_gencode_gene	unique_gencode_gene	chr9	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18196
Pkm:Rpl27a	Pkm	Rpl27a	ENSMUSG00000032294.18	ENSMUSG00000046364.15	MGI:97591	MGI:1347076	unique_gencode_gene	unique_gencode_gene	chr9	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18197
Pkm:Rpl31-ps8	Pkm	Rpl31-ps8	ENSMUSG00000032294.18	ENSMUSG00000067870.6	MGI:97591	MGI:3647726	unique_gencode_gene	unique_gencode_gene	chr9	chr15	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18198
Pkm:Rpl36a-ps1	Pkm	Rpl36a-ps1	ENSMUSG00000032294.18	ENSMUSG00000060377.5	MGI:97591	MGI:3642585	unique_gencode_gene	unique_gencode_gene	chr9	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18199
Pkm:Rpl7a	Pkm	Rpl7a	ENSMUSG00000032294.18	ENSMUSG00000062647.17	MGI:97591	MGI:1353472	unique_gencode_gene	unique_gencode_gene	chr9	chr2	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18200
Pkm:Rps12-ps3	Pkm	Rps12-ps3	ENSMUSG00000032294.18	ENSMUSG00000067038.7	MGI:97591	MGI:3704503	unique_gencode_gene	unique_gencode_gene	chr9	chr19	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18201
Pkm:Rps15a-ps6	Pkm	Rps15a-ps6	ENSMUSG00000032294.18	ENSMUSG00000083022.2	MGI:97591	MGI:3650298	unique_gencode_gene	unique_gencode_gene	chr9	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18202
Pkm:Rps2-ps10	Pkm	Rps2-ps10	ENSMUSG00000032294.18	ENSMUSG00000091957.4	MGI:97591	MGI:3645604	unique_gencode_gene	unique_gencode_gene	chr9	chr18	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18203
Pkm:Rps24	Pkm	Rps24	ENSMUSG00000032294.18	ENSMUSG00000025290.18	MGI:97591	MGI:98147	unique_gencode_gene	unique_gencode_gene	chr9	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18204
Pkm:Rps9	Pkm	Rps9	ENSMUSG00000032294.18	ENSMUSG00000006333.15	MGI:97591	MGI:1924096	unique_gencode_gene	unique_gencode_gene	chr9	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18205
Pkm:Sdhc	Pkm	Sdhc	ENSMUSG00000032294.18	ENSMUSG00000058076.13	MGI:97591	MGI:1913302	unique_gencode_gene	unique_gencode_gene	chr9	chr1	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18206
Pkm:Slc11a1	Pkm	Slc11a1	ENSMUSG00000032294.18	ENSMUSG00000026177.12	MGI:97591	MGI:1345275	unique_gencode_gene	unique_gencode_gene	chr9	chr1	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18207
Pkm:Snhg3	Pkm	Snhg3	ENSMUSG00000032294.18	ENSMUSG00000085241.8	MGI:97591	MGI:2684817	unique_gencode_gene	unique_gencode_gene	chr9	chr4	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18208
Pkm:Sod2	Pkm	Sod2	ENSMUSG00000032294.18	ENSMUSG00000006818.6	MGI:97591	MGI:98352	unique_gencode_gene	unique_gencode_gene	chr9	chr17	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18209
Pkm:Spp1	Pkm	Spp1	ENSMUSG00000032294.18	ENSMUSG00000029304.15	MGI:97591	MGI:98389	unique_gencode_gene	unique_gencode_gene	chr9	chr5	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18210
Pkm:Sra1	Pkm	Sra1	ENSMUSG00000032294.18	ENSMUSG00000006050.13	MGI:97591	MGI:1344414	unique_gencode_gene	unique_gencode_gene	chr9	chr18	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18211
Pkm:Stx7	Pkm	Stx7	ENSMUSG00000032294.18	ENSMUSG00000019998.7	MGI:97591	MGI:1858210	unique_gencode_gene	unique_gencode_gene	chr9	chr10	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18212
Pkm:Supt4a	Pkm	Supt4a	ENSMUSG00000032294.18	ENSMUSG00000020485.15	MGI:97591	MGI:107416	unique_gencode_gene	unique_gencode_gene	chr9	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18213
Pkm:Syf2	Pkm	Syf2	ENSMUSG00000032294.18	ENSMUSG00000028821.9	MGI:97591	MGI:1915842	unique_gencode_gene	unique_gencode_gene	chr9	chr4	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18214
Pkm:Tm9sf2	Pkm	Tm9sf2	ENSMUSG00000032294.18	ENSMUSG00000025544.14	MGI:97591	MGI:1915309	unique_gencode_gene	unique_gencode_gene	chr9	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18215
Pkm:Tpra1	Pkm	Tpra1	ENSMUSG00000032294.18	ENSMUSG00000002871.15	MGI:97591	MGI:1345190	unique_gencode_gene	unique_gencode_gene	chr9	chr6	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18216
Pkm:Tpt1-ps3	Pkm	Tpt1-ps3	ENSMUSG00000032294.18	ENSMUSG00000084319.4	MGI:97591	MGI:2664997	unique_gencode_gene	unique_gencode_gene	chr9	chr6	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18217
Pkm:Tspo	Pkm	Tspo	ENSMUSG00000032294.18	ENSMUSG00000041736.8	MGI:97591	MGI:88222	unique_gencode_gene	unique_gencode_gene	chr9	chr15	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18218
Pkm:Ubb	Pkm	Ubb	ENSMUSG00000032294.18	ENSMUSG00000019505.8	MGI:97591	MGI:98888	unique_gencode_gene	unique_gencode_gene	chr9	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18219
Pkm:Ubc	Pkm	Ubc	ENSMUSG00000032294.18	ENSMUSG00000008348.10	MGI:97591	MGI:98889	unique_gencode_gene	unique_gencode_gene	chr9	chr5	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18220
Pkm:Vti1b	Pkm	Vti1b	ENSMUSG00000032294.18	ENSMUSG00000021124.14	MGI:97591	MGI:1855688	unique_gencode_gene	unique_gencode_gene	chr9	chr12	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18221
Pkn1:Gm10221	Pkn1	Gm10221	ENSMUSG00000057672.17	ENSMUSG00000067719.6	MGI:108022	MGI:3708709	unique_gencode_gene	unique_gencode_gene	chr8	chr5	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18222
Pkn1:Lsm2	Pkn1	Lsm2	ENSMUSG00000057672.17	ENSMUSG00000007050.18	MGI:108022	MGI:90676	unique_gencode_gene	unique_gencode_gene	chr8	chr17	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18223
Pkn1:Mcts1	Pkn1	Mcts1	ENSMUSG00000057672.17	ENSMUSG00000000355.14	MGI:108022	MGI:1916245	unique_gencode_gene	unique_gencode_gene	chr8	chrX	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18224
Pkn1:Rpl27	Pkn1	Rpl27	ENSMUSG00000057672.17	ENSMUSG00000063316.14	MGI:108022	MGI:98036	unique_gencode_gene	unique_gencode_gene	chr8	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18225
Pkn2:Cdh10	Pkn2	Cdh10	ENSMUSG00000004591.17	ENSMUSG00000022321.16	MGI:109211	MGI:107436	unique_gencode_gene	unique_gencode_gene	chr3	chr15	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18226
Pknox1:Lgals1	Pknox1	Lgals1	ENSMUSG00000006705.14	ENSMUSG00000068220.7	MGI:1201409	MGI:96777	unique_gencode_gene	unique_gencode_gene	chr17	chr15	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18227
Pla2g15:Cd63	Pla2g15	Cd63	ENSMUSG00000031903.8	ENSMUSG00000025351.15	MGI:2178076	MGI:99529	unique_gencode_gene	unique_gencode_gene	chr8	chr10	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18228
Pla2g15:Gm28437	Pla2g15	Gm28437	ENSMUSG00000031903.8	ENSMUSG00000101111.2	MGI:2178076	MGI:5579143	unique_gencode_gene	unique_gencode_gene	chr8	chr1	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18229
Pla2g15:Psmb8	Pla2g15	Psmb8	ENSMUSG00000031903.8	ENSMUSG00000024338.16	MGI:2178076	MGI:1346527	unique_gencode_gene	unique_gencode_gene	chr8	chr17	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18230
Pla2g15:Rpl32	Pla2g15	Rpl32	ENSMUSG00000031903.8	ENSMUSG00000057841.6	MGI:2178076	MGI:98038	unique_gencode_gene	unique_gencode_gene	chr8	chr6	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18231
Pla2g15:Tle5	Pla2g15	Tle5	ENSMUSG00000031903.8	ENSMUSG00000054452.11	MGI:2178076	MGI:95806	unique_gencode_gene	unique_gencode_gene	chr8	chr10	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18232
Pla2g4a:Psap	Pla2g4a	Psap	ENSMUSG00000056220.15	ENSMUSG00000004207.15	MGI:1195256	MGI:97783	unique_gencode_gene	unique_gencode_gene	chr1	chr10	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18233
Pla2g7:AW112010	Pla2g7	AW112010	ENSMUSG00000023913.18	ENSMUSG00000075010.6	MGI:1351327	MGI:2147706	unique_gencode_gene	unique_gencode_gene	chr17	chr19	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18234
Pla2g7:Cd52	Pla2g7	Cd52	ENSMUSG00000023913.18	ENSMUSG00000000682.8	MGI:1351327	MGI:1346088	unique_gencode_gene	unique_gencode_gene	chr17	chr4	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18235
Pla2g7:Ctsb	Pla2g7	Ctsb	ENSMUSG00000023913.18	ENSMUSG00000021939.9	MGI:1351327	MGI:88561	unique_gencode_gene	unique_gencode_gene	chr17	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18236
Pla2g7:Ftl1-ps1	Pla2g7	Ftl1-ps1	ENSMUSG00000023913.18	ENSMUSG00000062382.10	MGI:1351327	MGI:3779109	unique_gencode_gene	unique_gencode_gene	chr17	chr13	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18237
Pla2g7:Gm10073	Pla2g7	Gm10073	ENSMUSG00000023913.18	ENSMUSG00000060019.7	MGI:1351327	MGI:3641908	unique_gencode_gene	unique_gencode_gene	chr17	chr8	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18238
Pla2g7:Gm10709	Pla2g7	Gm10709	ENSMUSG00000023913.18	ENSMUSG00000074516.7	MGI:1351327	MGI:3642754	unique_gencode_gene	unique_gencode_gene	chr17	chr9	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18239
Pla2g7:Gm15427	Pla2g7	Gm15427	ENSMUSG00000023913.18	ENSMUSG00000081051.5	MGI:1351327	MGI:3642341	unique_gencode_gene	unique_gencode_gene	chr17	chr1	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18240
Pla2g7:Gng5	Pla2g7	Gng5	ENSMUSG00000023913.18	ENSMUSG00000068523.13	MGI:1351327	MGI:109164	unique_gencode_gene	unique_gencode_gene	chr17	chr3	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18241
Pla2g7:Gpi1	Pla2g7	Gpi1	ENSMUSG00000023913.18	ENSMUSG00000036427.6	MGI:1351327	MGI:95797	unique_gencode_gene	unique_gencode_gene	chr17	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18242
Pla2g7:Hspa8	Pla2g7	Hspa8	ENSMUSG00000023913.18	ENSMUSG00000015656.18	MGI:1351327	MGI:105384	unique_gencode_gene	unique_gencode_gene	chr17	chr9	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18243
Pla2g7:Lgals1	Pla2g7	Lgals1	ENSMUSG00000023913.18	ENSMUSG00000068220.7	MGI:1351327	MGI:96777	unique_gencode_gene	unique_gencode_gene	chr17	chr15	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18244
Pla2g7:Ly6e	Pla2g7	Ly6e	ENSMUSG00000023913.18	ENSMUSG00000022587.15	MGI:1351327	MGI:106651	unique_gencode_gene	unique_gencode_gene	chr17	chr15	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18245
Pla2g7:Serinc3	Pla2g7	Serinc3	ENSMUSG00000023913.18	ENSMUSG00000017707.10	MGI:1351327	MGI:1349457	unique_gencode_gene	unique_gencode_gene	chr17	chr2	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18246
Pla2g7:Srd5a3	Pla2g7	Srd5a3	ENSMUSG00000023913.18	ENSMUSG00000029233.16	MGI:1351327	MGI:1930252	unique_gencode_gene	unique_gencode_gene	chr17	chr5	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18247
Pla2g7:Strap	Pla2g7	Strap	ENSMUSG00000023913.18	ENSMUSG00000030224.11	MGI:1351327	MGI:1329037	unique_gencode_gene	unique_gencode_gene	chr17	chr6	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	18248
