species	assembly	run	read_id	caller	gene5	gene3	chrom5	chrom3	strand5	strand3	boundary5_0based	boundary3_0based	query_gap_nt	status	start5	end5	qstart5	qend5	start3	end3	qstart3	qend3	original_read_id	mapq5	aligned_nt5	mapq3	aligned_nt3	alignment_qc_pass
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1435148	LongGF	ENSBTAG00000078454	ENSBTAG00000034609	4	4	+	+	106011302	106102661	12	unvalidated_caller_evidence	106010852	106011302	0	327	106102661	106107652	339	1115	dc53f529-e437-4941-b4c1-623271fb0784	60	325	60	764	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1578869	LongGF	ENSBTAG00000038461	ENSBTAG00000047040	5	21	+	-	100776552	59359294	10	unvalidated_caller_evidence	100775840	100776552	0	154	59355560	59359294	164	772	ac99f3f0-f7ee-4df9-a564-34a1bcd89ab3	60	152	60	596	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.352390	LongGF	ENSBTAG00000065780	ENSBTAG00000038461	7	5	-	+	95124976	100810001	12	unvalidated_caller_evidence	95124976	95132727	4	298	100810001	100811729	310	615	6062eb69-bcd4-4cb3-a5d2-c2c4a901aae9	60	286	60	301	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.632682	LongGF	ENSBTAG00000072338	ENSBTAG00000044001	1	1	-	-	79193915	79124276	-4	unvalidated_caller_evidence	79193915	79194054	1	139	79090859	79124276	135	788	d92ef215-67cc-4538-abbc-5e19284fcd69	60	137	60	633	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.991490	LongGF	ENSBTAG00000045703	ENSBTAG00000058465	26	7	-	-	20663639	108567072	-2	unvalidated_caller_evidence	20663639	20663857	0	214	108566656	108567072	212	617	125ec3fc-c410-4953-bf9e-bac743a27633	60	208	60	392	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.908317	LongGF	ENSBTAG00000011505	ENSBTAG00000013343	19	18	-	+	26152391	55539787	2	unvalidated_caller_evidence	26152391	26177098	0	1423	55539787	55540365	1425	1811	1b196889-5c6f-46d0-a871-a805e3364a0f	60	1390	0	378	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1194816	LongGF	ENSBTAG00000074516	ENSBTAG00000011683	10	10	-	-	84856722	84796469	-4	unvalidated_caller_evidence	84856722	84901505	0	173	84739199	84796469	169	6950	ad1860cd-d99c-471c-9a8f-51dacc8c5c88	60	168	60	6635	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.398022	LongGF	ENSBTAG00000072314	ENSBTAG00000011689	1	18	-	-	43440919	62888646	0	unvalidated_caller_evidence	43440919	43441049	52	181	62888413	62888646	181	412	33e0b5fd-e5e7-4684-8d73-ddf49ff89ab0	60	129	60	224	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1108386	LongGF	ENSBTAG00000012519	ENSBTAG00000011963	11	18	-	-	14206209	51362207	-3	unvalidated_caller_evidence	14206209	14224517	0	621	51355188	51362207	618	1088	4361bcaf-36af-47b2-90f3-5c88b6bac422	60	617	1	457	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1249910	LongGF	ENSBTAG00000012407	ENSBTAG00000012012	13	24	-	+	41542635	4174886	-3	unvalidated_caller_evidence	41542635	41543945	0	1259	4174886	4175481	1256	1797	4946f948-e2ec-4701-ae50-abf4364be656	60	1236	60	535	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1089839	LongGF	ENSBTAG00000017196	ENSBTAG00000024984	21	14	+	+	55388461	69940600	3	unvalidated_caller_evidence	55388184	55388461	2	124	69940600	69976416	127	1763	78aa1ddd-2a06-406a-9978-534e2842a1a7	60	122	60	1597	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.268535	LongGF	ENSBTAG00000012403	ENSBTAG00000019147	9	14	+	-	69530660	23278445	-1	unvalidated_caller_evidence	69521621	69530660	5	422	23278326	23278445	421	541	ee9432d1-4a63-4357-840f-8c18bf0f2f9b	60	405	3	118	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.68843	LongGF	ENSBTAG00000012403	ENSBTAG00000078029	9	4	+	+	69537763	65608099	-1	unvalidated_caller_evidence	69537102	69537763	0	405	65608099	65608274	404	573	3fe199ff-71ca-490b-aafb-afb1742dcfde	60	393	60	164	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1147129	LongGF	ENSBTAG00000012540	ENSBTAG00000018667	15	8	-	-	82145206	39678462	-1	unvalidated_caller_evidence	82145206	82145676	6	477	39678285	39678462	476	653	ac71f380-893d-4ff3-a72d-ac0c4b8e26e9	22	458	60	175	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.686909	LongGF	ENSBTAG00000012557	ENSBTAG00000016282	2	21	+	+	6594289	67994520	-2	unvalidated_caller_evidence	6592698	6594289	1	239	67994520	67994796	237	511	7148eb88-3115-40c5-8a87-fb28078992fa	60	231	60	268	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.307939	LongGF	ENSBTAG00000019291	ENSBTAG00000012797	2	1	+	+	31683473	84059130	1	unvalidated_caller_evidence	31681795	31683473	0	409	84059130	84076954	410	3393	94784925-8228-4026-98df-0c542ba64152	60	400	60	2905	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.894475	LongGF	ENSBTAG00000020980	ENSBTAG00000012854	15	19	+	-	65003955	40244458	4	unvalidated_caller_evidence	64997633	65003955	0	249	40243167	40244458	253	727	e21ef420-b505-4e59-b9c1-226a023f7fcd	60	247	60	464	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.301776	LongGF	ENSBTAG00000009578	ENSBTAG00000015598	14	23	+	-	2951338	8494289	-2	unvalidated_caller_evidence	2918127	2951338	0	301	8488462	8494289	299	835	ee071862-e211-4f7f-a85b-f146b220aade	60	296	60	532	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1249350	LongGF	ENSBTAG00000009871	ENSBTAG00000047833	13	6	-	+	37004882	88563900	3	unvalidated_caller_evidence	37004882	37026766	2	282	88563900	88564158	285	541	5522211f-eb89-481a-8d51-b4414559a8d1	3	274	60	249	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1275375	LongGF	ENSBTAG00000000085	ENSBTAG00000011382	21	19	-	-	33923220	56654064	0	unvalidated_caller_evidence	33923220	33923528	0	285	56653907	56654064	285	430	5adab47c-bbe5-40af-94b9-422021412164	60	281	5	141	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1032630	LongGF	ENSBTAG00000009979	ENSBTAG00000017851	19	11	+	+	37947894	105114465	2	unvalidated_caller_evidence	37947660	37947894	197	427	105114465	105114869	429	810	1fbb0b6b-0294-409f-b4b4-eb1999553187	60	225	60	368	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.401094	LongGF	ENSBTAG00000068078	ENSBTAG00000010106	23	23	-	-	15793911	15704300	-4	unvalidated_caller_evidence	15793911	15794073	2	162	15698689	15704300	158	1744	874b0abd-681d-477f-97f5-5aacbf3c2279	60	151	60	1536	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.623844	LongGF	ENSBTAG00000011105	ENSBTAG00000040413	5	18	+	+	33863132	34668251	-2	unvalidated_caller_evidence	33862941	33863132	3	185	34668251	34668471	183	389	6d036df3-15f4-4130-a96f-1244494b31b3	42	179	60	204	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1066001	LongGF	ENSBTAG00000069157	ENSBTAG00000010155	19	19	+	+	14468508	14426923	0	unvalidated_caller_evidence	14468371	14468508	1	129	14426923	14427650	129	610	572b740a-7768-48fb-a0d9-4b72ed7e6184	60	127	60	477	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1849859	LongGF	ENSBTAG00000010379	ENSBTAG00000077802	7	7	-	+	4515832	51434771	-2	unvalidated_caller_evidence	4515832	4515975	12	150	51434771	51435226	148	596	313f1f1e-9013-49e6-9652-8b70cd11485f	50	134	60	417	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1473391	LongGF	ENSBTAG00000019253	ENSBTAG00000010910	X	3	-	-	50819037	119662211	-2	unvalidated_caller_evidence	50819037	50822403	0	373	119662082	119662211	371	498	a33404b4-69de-4671-85f3-cbea1be8a387	1	371	60	126	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.836958	LongGF	ENSBTAG00000046846	ENSBTAG00000010910	7	3	-	-	6831776	119662330	5	unvalidated_caller_evidence	6831776	6836858	20	341	119662081	119662330	346	593	5ac6b123-4cee-435b-b3b2-4f76f20bd868	60	319	60	244	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.929750	LongGF	ENSBTAG00000034645	ENSBTAG00000011050	4	8	-	-	12615198	39860429	-1	unvalidated_caller_evidence	12615198	12630062	1	206	39860232	39860429	205	395	868010a6-108e-4bfa-bc9b-5fa428793f9b	60	205	2	185	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1004674	LongGF	ENSBTAG00000016062	ENSBTAG00000023106	21	1	+	-	54677814	139423616	0	unvalidated_caller_evidence	54673340	54677814	1	835	139422505	139423616	835	1933	6a82598e-1277-4031-ad3d-5b4a6fdecc26	60	812	60	1083	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.70021	LongGF	ENSBTAG00000067923	ENSBTAG00000016149	16	20	+	+	2294993	35126901	-2	unvalidated_caller_evidence	2294831	2294993	0	157	35126901	35143358	155	903	1e15b9f6-dfe0-4050-9d90-71af214f03b3	60	154	60	723	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.168007	LongGF	ENSBTAG00000020980	ENSBTAG00000016177	15	27	+	+	64988557	19400633	-1	unvalidated_caller_evidence	64975348	64988557	29	189	19400633	19406137	188	660	902ec8e7-b4af-4cff-8664-85238511bbce	60	159	60	465	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1516573	LongGF	ENSBTAG00000031647	ENSBTAG00000016267	7	15	+	+	19599308	80863092	9	unvalidated_caller_evidence	19596347	19599308	0	1660	80863092	80863386	1669	1964	b86703a5-db2e-4f81-92e2-b1dece6049d0	60	1604	60	278	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.948749	LongGF	ENSBTAG00000016744	ENSBTAG00000077859	15	21	+	+	64697387	68000917	-2	unvalidated_caller_evidence	64689116	64697387	1	1990	68000917	68001077	1988	2144	c4f43522-378c-4692-89d7-3371f6eb548f	60	1930	60	150	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1796711	LongGF	ENSBTAG00000017143	ENSBTAG00000072260	4	8	-	-	112206728	83422078	-1	unvalidated_caller_evidence	112206728	112210064	1	393	83421741	83422078	392	719	301b5030-7a91-4766-a283-9a311cdcd13b	60	390	13	324	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.95503	LongGF	ENSBTAG00000043989	ENSBTAG00000013429	2	7	+	-	125389514	16561533	5	unvalidated_caller_evidence	125389314	125389514	1	197	16561220	16561533	202	503	a6e54955-7a52-4055-88cd-4d4451e2b1a2	60	193	60	299	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1616401	LongGF	ENSBTAG00000016085	ENSBTAG00000013866	X	3	-	-	37220035	16448393	-3	unvalidated_caller_evidence	37220035	37220184	0	143	16447960	16448393	140	291	fa839017-c80c-4835-abbe-76b28304b2a5	60	142	28	149	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.205750	LongGF	ENSBTAG00000018636	ENSBTAG00000013924	21	18	+	+	64522714	55952783	16	unvalidated_caller_evidence	64522209	64522714	1	490	55952783	55952928	506	655	7525239e-7c82-434f-93a2-77a26e79e21f	60	483	60	145	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.915655	LongGF	ENSBTAG00000014177	ENSBTAG00000018043	20	18	+	-	33325764	35422025	9	unvalidated_caller_evidence	33325648	33325764	0	108	35421761	35422025	117	380	c0f6a89c-5b2c-4b1a-9156-3098a26373d2	45	108	60	258	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1882306	LongGF	ENSBTAG00000016252	ENSBTAG00000014313	19	26	-	-	43904485	19479979	-1	unvalidated_caller_evidence	43904485	43904598	0	113	19468915	19479979	112	3231	7d87b3e5-9154-4e3a-b255-9c4cba265115	60	112	60	3022	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.91548	LongGF	ENSBTAG00000026199	ENSBTAG00000016045	25	11	+	-	38802019	85237271	1	unvalidated_caller_evidence	38799241	38802019	0	1172	85237101	85237271	1173	1338	27097450-efd6-46be-9172-e547eaa7ada7	60	1154	60	161	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1880613	LongGF	ENSBTAG00000069157	ENSBTAG00000014522	19	6	+	-	14472044	58632958	-1	unvalidated_caller_evidence	14468457	14472044	52	414	58629739	58632958	413	3616	870222d6-eb2d-4593-acbd-e1af4f42b539	60	354	60	3100	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.972119	LongGF	ENSBTAG00000014614	ENSBTAG00000072136	26	4	-	+	10631192	80933704	-1	unvalidated_caller_evidence	10631192	10644089	0	825	80933704	80934032	824	1149	0a7a491d-5ee0-4ec1-92b3-af3106a41eed	60	812	60	316	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.82032	LongGF	ENSBTAG00000060345	ENSBTAG00000014872	X	18	-	+	127817232	46805674	-2	unvalidated_caller_evidence	127817232	127817454	6	212	46805674	46805842	210	375	8c06516a-5453-49a1-89e4-075be3ed2a15	60	203	60	162	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1420117	LongGF	ENSBTAG00000015106	ENSBTAG00000023419	23	18	-	-	47824143	54732151	-1	unvalidated_caller_evidence	47824143	47825444	0	1293	54731836	54732151	1292	1607	51f83953-93d8-4c43-920e-50d957149fde	60	1259	60	307	True
