pair_id	chrom1	breakpoint1	strand1	chrom2	breakpoint2	strand2	read_ids	long_read_support	source_rows	assembly	sample_ids	sample_count	source_id	coordinate_basis	sequence
H2-DMa:Anxa2	chr17	34358075	+	chr9	69371741	+	bb7b22d8-e380-4527-a058-ca86113405b5	1	7867	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMa:Atp5o	chr17	34358075	+	chr16	91722515	-	0bdd7861-effb-4d7f-8a9d-c66936e62c92	1	17950	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMa:Bnip3l	chr17	34358075	+	chr14	67246326	-	41f5d47d-96e1-4de5-bf14-eb0e2fd77a74	1	11895	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMa:Gm50335	chr17	34342082	+	chr17	34347254	-	09fd361d-5687-41ec-926c-32e0c4dab70c	1	13998	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMa:Gsk3a	chr17	34358075	+	chr7	24930125	-	9cf235d1-93e1-4502-b2e1-3889a0107d28	1	13997	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMa:Tma7-ps	chr17	34358075	+	chr1	171538655	+	20f7d744-15f1-4cae-bd3f-3e04ae37a1e5	1	21498	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMa:Ubc	chr17	34358075	+	chr5	125465328	-	f8be05f0-2604-48fc-b1e5-cac5d3745c3d	1	16409	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:Arpc4	chr17	34379204	+	chr6	113357686	+	de2f5ed3-24a7-479b-a875-d995e18b1424	1	15105	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:B2m	chr17	34379204	+	chr2	121978166	+	07c38b46-ab83-484f-8792-3cff9fe84c7d;5a995292-e992-4408-9259-981f94323554	2	22623;26900	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:Cd63	chr17	34379204	+	chr10	128746263	+	bfeaa4db-42f0-40c0-92c7-47c6eadeb635	1	12630	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:Commd7	chr17	34379204	+	chr2	153474701	-	510e04e9-8541-46b8-bb4e-9bc3fb6b4497	1	22420	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:Gm10163	chr17	34379204	+	chr9	88272889	+	5658cb13-c1fe-4c58-8dff-177f8fba4144	1	14979	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:Gm10221	chr17	34379204	+	chr5	24786860	-	60dc236f-4a3b-429f-bcfb-8b1321950fed	1	9590	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:Gm15772	chr17	34379204	+	chr5	3286430	+	8832017b-728c-47d2-9caf-da5ad300aef0	1	22691	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:Nmi	chr17	34379204	+	chr2	51842894	-	1a10ddb2-fdc8-42cc-8522-757706f8777e	1	19543	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:Rpl31-ps8	chr17	34379204	+	chr15	90648859	-	b22e14c8-5859-4b5d-8141-77b0ae076448	1	30472	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:Rpl38-ps2	chr17	34379204	+	chr6	140692898	-	d1ad0a18-8cc7-45d6-9617-58e27564c571	1	9759	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:Sh2b2	chr17	34372427	+	chr5	136248667	-	a33c1c8f-b77d-4e9b-8b0c-1257b14a520e	1	848	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb1:Tap1	chr17	34376504	+	chr17	34408151	+	983d1b2c-2ddf-43f7-bbd6-877e0b77507f	1	35065	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-DMb2:Eef1d	chr17	34370527	+	chr15	75767775	-	6d392106-47e8-4a7e-a74e-896eb15caf6b	1	29821	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:A630001G21Rik	chr17	34215026	-	chr1	85664350	-	0168f6ee-a493-443f-a1a2-072d01ca3e11	1	22351	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Adgre1	chr17	34216258	-	chr17	57754829	+	923f9698-e560-479a-b81f-48d1ac0a96bc	1	15871	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Akr1a1	chr17	34215026	-	chr4	116502790	-	2bf3b1a4-bee8-47d7-ac88-d597b3b23469	1	19939	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Apobec1	chr17	34215026	-	chr6	122579330	-	cb975bdb-dcd1-44b6-a870-d9344ba2109b	1	21867	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Apoe	chr17	34215026	-	chr7	19432178	-	b21c15c8-c385-4da6-a120-b914d99164c7	1	33236	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Atp5a1	chr17	34215026	-	chr18	77863476	+	13e73c4b-bad2-437e-971a-4abb78a0c93c	1	6503	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:B2m	chr17	34214990	-	chr2	121978166	+	f4979f56-fa47-4781-943e-a9fe3fec6c37	1	9353	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:B2m	chr17	34214997	-	chr2	121978166	+	754cae43-9f75-4ffb-a72e-24228584c250	1	22573	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:B2m	chr17	34215006	-	chr2	121978166	+	b370750b-d56a-4a79-a1fa-5fce8b9d2374	1	9354	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:B2m	chr17	34215026	-	chr2	121978166	+	3951a69d-559c-4c6c-b4fe-41dccccb8fb1;5584261c-8a54-4118-b18c-305ffbee5855;a0418003-3f0c-4cdb-831b-57fe5542f575;c5c4eeac-7860-4c6a-96ef-3f087cdcb152;da21d422-0732-4839-991c-390a4dcd7bb2	5	22570;22571;22572;22576;35460	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Bax	chr17	34215026	-	chr7	45115547	-	5bad0e51-4ad5-469b-9244-04c303cca7c6	1	15640	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Capg	chr17	34215026	-	chr6	72532255	+	197ea92e-5e23-4adf-9dc6-557d228fb3ad;551b4d9f-d4ba-44ab-97c8-8cd10bd69853	2	14663;22409	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Cbr3	chr17	34215026	-	chr16	93480102	+	9876685d-e973-4e45-9707-297bb2b984b3	1	5663	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ccl4	chr17	34215026	-	chr11	83554284	+	01b6298c-8a81-4d97-bc71-2147d6b7c7dd	1	24938	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ccl5	chr17	34214990	-	chr11	83421344	-	28c48811-b32e-44e8-9a89-11c8d5097f9d;a253aa0d-e2b6-4841-b6b0-0b1ce558616e;b4ee1a19-a4e9-4c8e-9e24-f38809f76520;c8c1325c-3884-46e4-b486-445700c981b7	4	21115;21116;26320;26321	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ccl5	chr17	34215026	-	chr11	83421344	-	2c0a63a7-797f-4b02-823c-6bb73e858939;a6eb8735-5f9c-47a3-9c67-df0dbaecbb82;d61119da-d1fd-40db-bf35-5293de267d3a	3	21114;21117;34959	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Cd36	chr17	34215026	-	chr5	18000695	-	a27f1a8f-3b85-47e0-9e4c-5b245aa6a5c7	1	10216	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Cd68	chr17	34215026	-	chr11	69555747	-	cd87ca0b-901a-4bb1-96e9-ef8c85333298	1	11403	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Cd74	chr17	34215026	-	chr18	60936919	+	703c8d99-795e-4528-90a2-a6f6e3663379;9812bbfa-772b-49e2-8ce4-266152abdaac	2	18347;34076	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Cdkn1a	chr17	34214990	-	chr17	29312742	+	3856b97a-a042-4ca6-ae90-03baf871d6a6	1	18014	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Cfb	chr17	34215026	-	chr17	35076295	-	3c6abb3b-c784-401b-8279-4d779c0a9ff7	1	35483	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Cfl1	chr17	34215026	-	chr19	5540482	+	8fdc1525-aafb-4c08-a39b-845092e3480f	1	14656	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Clec4n	chr17	34215026	-	chr6	123206812	+	8fa620d3-a93c-44cf-a048-d63cff80ea4e	1	25257	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Cndp2	chr17	34215026	-	chr18	84689038	-	9a27290b-3ffb-44b5-8972-b8b94dfe22a4	1	5959	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Coro1a	chr17	34215006	-	chr7	126300057	-	2dfc40f2-295c-4683-a50b-c2380697128a	1	20435	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Cox6a1	chr17	34215026	-	chr5	115487040	-	853550ec-6178-420e-892a-c27e774dc983	1	8622	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Creg1	chr17	34215026	-	chr1	165601412	+	4e676b53-4328-46e7-98ea-46088cf5393f	1	21872	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Cxcl10	chr17	34215026	-	chr5	92496741	-	74de8c09-73f9-47b2-a231-98e869757ebb;d89c9feb-4aba-45c5-83c4-e3f12397ecc5	2	20940;20941	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Dazap1	chr17	34214990	-	chr10	80120063	+	f8387264-3973-482b-add2-513993e3b9a2	1	22666	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Dpm3	chr17	34215026	-	chr3	89174035	+	e526b7aa-c6cf-4222-bdde-16c17a0ae69c	1	21973	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Emp3	chr17	34215026	-	chr7	45569828	-	f5fef83d-b375-4f37-8e28-318144141d52	1	26631	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ercc1	chr17	34215026	-	chr7	19089217	+	1e592bee-eb67-4c8e-9b9f-124f8aefd902	1	15620	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Esd	chr17	34215026	-	chr14	74973399	+	f9b6aa24-2f58-45ae-91cc-e8348b935264	1	33877	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Fcgr1	chr17	34215026	-	chr3	96201285	-	6b8ac4c5-be27-4b51-988e-62edbe03ee0d	1	16737	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Fth1	chr17	34215006	-	chr19	9962144	+	4f02c841-f9af-4bde-8899-050354615e51	1	28791	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Fth1	chr17	34215026	-	chr19	9962144	+	744cf494-940f-4bb7-afe3-b3fab799a9b1	1	36125	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ftl1	chr17	34215026	-	chr7	45108654	-	071fec2f-deb7-4135-91e6-87f459aa6146	1	26786	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ftl1-ps1	chr17	34215026	-	chr13	74554527	+	0d14076c-1469-463b-abbd-371e35673c76;1eba9dad-17b9-46f0-86e7-51e3d342fa13;4816911f-54c5-4bdf-8962-ca6503a67c4c;59453c75-d14d-4cd4-b3c9-cd753f71f3b6	4	22661;22662;35479;35480	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Fxyd5	chr17	34215026	-	chr7	30735941	-	b0b61eb1-6939-4b91-a6cd-8c4088d8140d	1	27905	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Fxyd5	chr17	34215026	-	chr7	30740882	-	0296fc56-cc8b-4cba-a4be-b5de502aa7d4	1	16484	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gale	chr17	34215026	-	chr4	135692644	+	a401415c-f7ab-48d0-be91-f853c28d9638	1	19842	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gca	chr17	34215026	-	chr2	62516308	+	f40765a8-ed73-4562-a995-6513a9fdad6f	1	19537	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ggh	chr17	34215026	-	chr4	20042051	+	90ba9ec2-17f3-4748-baee-4107306127a7	1	35481	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gm10073	chr17	34215026	-	chr8	107299982	-	0cd3dfae-1418-44c8-b908-011012d6ff44	1	26877	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gm10273	chr17	34214990	-	chr10	59231576	+	617a2502-5f65-4837-93ff-6ff907d2180c	1	22667	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gm10774	chr17	34215026	-	chr2	126551477	-	0f79f3dd-8e9d-4bc4-8713-823c95ef43d2	1	22670	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gm10925	chr17	34215026	-	chr1	24653732	-	38aafd46-017f-4d4f-81a1-0e6d4cbef99c	1	26919	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gm12918	chr17	34215026	-	chr4	10848419	+	815f0981-8a19-4634-907c-9a9bbed33bd4	1	30390	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gm15710	chr17	34215026	-	chr5	92288788	-	2953dc5f-51cb-4341-a3fd-37c982db2ce1	1	22676	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gm26782	chr17	34215026	-	chr14	51107832	+	6ce467c0-d69c-4478-8bc6-e150b2d80573	1	30396	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gm28438	chr17	34215800	-	chr1	24652200	-	e203e761-5d44-4f6c-b7fa-e5d235849aef	1	26920	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gm28661	chr17	34215026	-	chr1	24654646	-	da957830-70ae-474f-a595-73bc8a730ac0	1	22678	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gm4149	chr17	34215026	-	chr13	75793014	+	0f521179-b719-4ee5-8502-1ac4ef6eee65	1	9398	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gm7336	chr17	34214990	-	chr7	51396394	+	312b9a89-373b-451d-9760-2b97406ef3d2	1	9399	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gmfg	chr17	34215026	-	chr7	28144277	+	a0c4f88e-ab65-4fb1-9c3d-b9938f592031	1	22568	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gpnmb	chr17	34214990	-	chr6	49013548	+	303d1e67-019e-42ad-b579-8c69cf6f847c	1	13346	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Grina	chr17	34215026	-	chr15	76130974	+	89bdd25c-8326-4a48-b178-e4eed9de5d79	1	28485	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Gsn	chr17	34215026	-	chr2	35186377	+	355b3fee-3c99-4074-9168-8228e8fbef07	1	6771	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Idh3g	chr17	34215026	-	chrX	72830503	-	419e7e7c-7ba2-4969-8713-9f311957ec2a	1	15454	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ier5	chr17	34214990	-	chr1	154975382	-	5d5181f8-4297-4f1e-adf5-7a8d817e90f6	1	22406	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ifi47	chr17	34214997	-	chr11	48977860	+	376ebb97-4862-4708-80a6-5161c923c1e9	1	22673	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Igsf6	chr17	34215026	-	chr7	120666851	-	dd09354e-d887-4739-bf13-b274f1bf9e85	1	20970	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Il18bp	chr17	34215026	-	chr7	101666558	-	818712ea-5eaf-4f53-8248-cf00020614ef	1	22668	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Il1b	chr17	34215026	-	chr2	129213059	-	11db3278-3c30-40a7-a99f-53b6b7e8aaa8	1	19579	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Irf7	chr17	34214990	-	chr7	140845957	-	8fd653d4-48b3-415c-b46d-54285d80fdbf	1	19245	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Isg15	chr17	34215026	-	chr4	156285253	-	b8a429f1-e96f-446d-bd01-9b578d1c0cf3	1	21316	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Isyna1	chr17	34215006	-	chr8	71047269	+	f67a6fa6-7f29-4cc7-a94d-a6f70348558f	1	4955	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Kdm1a	chr17	34215026	-	chr4	136288471	-	c988fe49-2542-4d49-b9cc-4cb05fd3a14c	1	35059	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ldha	chr17	34214990	-	chr7	46495262	+	e15111f0-0506-4018-992f-263fcd11e8ef	1	22663	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Lgals1	chr17	34215026	-	chr15	78810924	+	b30874ca-e7ac-4419-9c38-38ba9afaf5f3	1	30392	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Lgals3	chr17	34214990	-	chr14	47616979	+	9fb18a30-64ad-427a-a52c-66f4b7290428	1	22222	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Lgals3	chr17	34215026	-	chr14	47616979	+	3a10371a-ca0e-43e2-825d-3a94008a131e	1	24196	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Litaf	chr17	34215026	-	chr16	10784513	-	41e800b8-f9db-4733-95d5-cdcbae1a96d7	1	17812	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Lst1	chr17	34215026	-	chr17	35407415	-	1b2e2aec-1f07-4695-b6ef-a995c9c1e83e;23c2b93a-a5df-4373-ae35-9cf3206354d2	2	26917;26918	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ly6a	chr17	34215026	-	chr15	74869466	-	e18b5a73-af7b-4ca8-a4d2-49d1664d5079	1	24258	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ly6a	chr17	34215026	-	chr15	74869481	-	583b6589-4fa0-4f17-8959-d5456c0d9f3a	1	22671	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:M6pr-ps	chr17	34215026	-	chr3	99407865	+	5a6fe7fd-b09a-413b-9ce2-61ef187357f4	1	22674	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Mdfic	chr17	34215026	-	chr6	15721085	+	823c81ae-0751-45fb-9e62-f4672e76b841	1	35279	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Mir692-3	chr17	34215026	-	chr13	74555183	+	445c3bc5-c998-43e1-ac29-35bfe3f5151a	1	22672	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Morf4l1-ps1	chr17	34214990	-	chr16	24348143	+	405b78de-24bf-4029-9516-2884668c4dc4	1	22679	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Mthfs	chr17	34215026	-	chr9	89093209	+	d296ca5f-4a84-4ce6-b7b4-a71fecccbf61	1	22664	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Necap2	chr17	34215026	-	chr4	140805668	-	4d0c6058-f22c-405d-a7ec-847e71d0a60f	1	20018	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Oas3	chr17	34215026	-	chr5	120894330	-	a2f32a73-c295-40a3-a6cb-a24e4eed3240	1	26208	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Oaz1-ps	chr17	34215026	-	chr17	17566402	-	410fe7b9-360e-4cd9-bf84-c3899c21877f	1	21989	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ostf1	chr17	34215026	-	chr19	18567872	-	4b969a9c-92eb-4136-8af4-87d42cb92a60	1	18913	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ostf1	chr17	34215026	-	chr19	18609153	-	a1a34805-65fc-4909-8843-2e31f16f1f20	1	23708	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:P4hb	chr17	34215026	-	chr11	120452086	-	be97c36d-6ffc-4655-98a6-e31f7f4a47bb	1	19105	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Parp9	chr17	34215026	-	chr16	35767870	+	c6e22351-7366-43d8-b5fa-c8fe45e1b2a0	1	17912	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Pef1	chr17	34215026	-	chr4	130014960	+	44cf0456-308e-4224-87dc-0fada915750b	1	19965	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Prdx1	chr17	34214990	-	chr4	116544603	+	d790dac2-5ad7-4499-a2ec-a46a13e4791d	1	34514	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Prdx1	chr17	34215026	-	chr4	116544603	+	97d4dde1-0a3f-47a5-8aa6-c60f3472fc7c	1	25948	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Psma3	chr17	34214990	-	chr12	71025506	+	f458b9ef-d55d-4a7d-9a4e-cd985f933d25	1	22542	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Psmb4	chr17	34215026	-	chr3	94793958	-	bc183d7f-1f9c-4262-987c-12a03cdded4e	1	16037	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Psmb6	chr17	34215006	-	chr11	70416211	+	9409dd29-73ba-428b-8b7a-9238c73a5f0c	1	16933	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rab1a	chr17	34214990	-	chr11	20151431	+	4818fa91-ad28-4b5d-8b18-9595f1006cb9	1	17210	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ralb	chr17	34215026	-	chr1	119411386	-	606e788e-1ee5-448c-8c9a-280f0c111534	1	15820	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rnf130	chr17	34215026	-	chr11	49916174	+	de66e8b5-3720-411d-bb3a-9cf1d6ed9be9	1	17265	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rngtt	chr17	34215026	-	chr4	33379368	+	4095b158-2ebd-4c72-9ea1-019567027eb8	1	32757	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rpl10a	chr17	34215026	-	chr17	28549498	+	c47b1e41-57ca-44cf-ba55-272e6be0fd69	1	8380	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rpl13a	chr17	34215026	-	chr7	44776992	-	8a0afd68-8997-480c-b9a1-448561fad765	1	22669	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rpl18	chr17	34215026	-	chr7	45368676	+	6a3e10e4-018f-4fd5-964f-dfa783effff9	1	22505	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rpl32	chr17	34214990	-	chr6	115785708	-	fd9c239d-f2d9-449c-8283-7dc370907200	1	22437	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rpl32	chr17	34215026	-	chr6	115785708	-	b8053513-1c62-40ce-bb43-6b30acca387d	1	14701	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rpl34-ps1	chr17	34215026	-	chr6	71101593	+	7c1028bc-05eb-4b58-8a86-c21c1645dc8a;855c78c2-cfbc-4d71-b2b9-6f4222a1cf39	2	22665;30393	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rpl36a-ps2	chr17	34214997	-	chr3	145584774	+	7abc6dc2-f068-441d-bacd-c921a87f1400	1	14866	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rpl38-ps2	chr17	34215026	-	chr6	140692898	-	c6597228-af9c-40f2-82bd-0af98844afbf	1	22675	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rpl6	chr17	34215026	-	chr5	121343468	+	fe2193c9-9648-4ca0-8e47-98d1aa768ddd	1	13304	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rplp0	chr17	34215589	-	chr5	115701341	+	afde3773-0f44-4109-b868-7e752f438c0e	1	14865	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rplp1	chr17	34215026	-	chr9	61821824	-	3a24bbb5-32f2-4b72-973b-bb3ac46b8ece;5bc59bdd-63c3-45f5-9a7a-f9fc421c98ba;856e8c20-9190-40e1-a051-bb57d1fd5c91	3	10955;16372;27849	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rps10	chr17	34215026	-	chr17	27853449	-	6443af10-c0dd-4c28-848c-9169130d5f2d	1	30203	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rps16-ps2	chr17	34214990	-	chr5	129205581	-	0b215af1-f6d5-45ff-b16c-2338ea9b1d31	1	22550	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rps18	chr17	34215026	-	chr17	34174651	-	43dc7b47-4b22-4bec-8fc8-e3678c7de886	1	35861	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rps19-ps6	chr17	34215026	-	chr12	110864547	+	c4c496f4-8b81-4ff9-bc25-30ef354edc26	1	30395	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rps21	chr17	34215026	-	chr2	179899413	+	7ba927b5-700b-4959-8022-07d2ca98ac33	1	32949	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rragc	chr17	34215026	-	chr4	123811238	+	4cc058c5-3073-44b8-ad7b-1bbc60d99179	1	19839	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Rtraf	chr17	34215026	-	chr14	19873892	-	f7ea6966-3ad5-4850-bcd9-1653c8f613d3	1	25108	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Saa3	chr17	34214990	-	chr7	46365124	-	82a929ab-dfb5-4d7b-af4b-e5a8a0f9a906	1	26611	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Saa3	chr17	34215026	-	chr7	46364528	-	10987be4-2e96-4b93-a602-d1d7e378e207;53be8e94-7c3e-4574-b995-703356f8c91f	2	21764;35198	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Saa3	chr17	34215026	-	chr7	46365124	-	45bcc038-5a5b-4fc1-9e78-1c1b75d0196f;51cac4d4-e74a-4b32-a9da-205366ce8abe;6d5b4f9b-ff2d-4849-9ddf-6bcdd688f4fb;7b08e006-022b-45ac-9e6c-9e9bd1b45504;81102171-0c0d-48eb-9bf0-738d6690382a	5	21761;21762;21763;21765;35197	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Scaf11	chr17	34215026	-	chr15	96358724	-	679927af-3229-4e8d-b555-d18ef5df5822	1	20803	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
