probe_id	pair_id	side	transcript_id	gene_id	chrom	breakpoint	strand	reference
Mef2a:Ftx	Mef2a:Ftx	b	ENSMUST00000156211.8	ENSMUSG00000086370.10	chrX	102616167	-	GENCODE M28 / GRCm39
Mef2d:Blvrb	Mef2d:Blvrb	a	ENSMUST00000001455.13	ENSMUSG00000001419.18	chr3	88049981	+	GENCODE M28 / GRCm39
Mef2d:Blvrb	Mef2d:Blvrb	a	ENSMUST00000119251.8	ENSMUSG00000001419.18	chr3	88049981	+	GENCODE M28 / GRCm39
Mef2d:Blvrb	Mef2d:Blvrb	a	ENSMUST00000107558.9	ENSMUSG00000001419.18	chr3	88049981	+	GENCODE M28 / GRCm39
Mef2d:Blvrb	Mef2d:Blvrb	a	ENSMUST00000107559.3	ENSMUSG00000001419.18	chr3	88049981	+	GENCODE M28 / GRCm39
Mef2d:Blvrb	Mef2d:Blvrb	a	ENSMUST00000140927.2	ENSMUSG00000001419.18	chr3	88049981	+	GENCODE M28 / GRCm39
Mef2d:Blvrb	Mef2d:Blvrb	b	ENSMUST00000037399.16	ENSMUSG00000040466.17	chr7	27158988	+	GENCODE M28 / GRCm39
Mef2d:Blvrb	Mef2d:Blvrb	b	ENSMUST00000108358.8	ENSMUSG00000040466.17	chr7	27158988	+	GENCODE M28 / GRCm39
Mef2d:Blvrb	Mef2d:Blvrb	b	ENSMUST00000133750.8	ENSMUSG00000040466.17	chr7	27158988	+	GENCODE M28 / GRCm39
Mef2d:Blvrb	Mef2d:Blvrb	b	ENSMUST00000108357.8	ENSMUSG00000040466.17	chr7	27158988	+	GENCODE M28 / GRCm39
Mef2d:Blvrb	Mef2d:Blvrb	b	ENSMUST00000153644.2	ENSMUSG00000040466.17	chr7	27158988	+	GENCODE M28 / GRCm39
Mertk:Aopep	Mertk:Aopep	a	ENSMUST00000014505.5	ENSMUSG00000014361.6	chr2	128613420	+	GENCODE M28 / GRCm39
Mertk:Aopep	Mertk:Aopep	a	ENSMUST00000140221.2	ENSMUSG00000014361.6	chr2	128613420	+	GENCODE M28 / GRCm39
Mertk:Aopep	Mertk:Aopep	b	ENSMUST00000021911.15	ENSMUSG00000021458.18	chr13	63449593	+	GENCODE M28 / GRCm39
Mertk:Aopep	Mertk:Aopep	b	ENSMUST00000220863.2	ENSMUSG00000021458.18	chr13	63449593	+	GENCODE M28 / GRCm39
Mertk:Aopep	Mertk:Aopep	b	ENSMUST00000222929.2	ENSMUSG00000021458.18	chr13	63449593	+	GENCODE M28 / GRCm39
Mertk:Aopep	Mertk:Aopep	b	ENSMUST00000220885.2	ENSMUSG00000021458.18	chr13	63449593	+	GENCODE M28 / GRCm39
Mertk:Aopep	Mertk:Aopep	b	ENSMUST00000223007.2	ENSMUSG00000021458.18	chr13	63449593	+	GENCODE M28 / GRCm39
Mertk:Aopep	Mertk:Aopep	b	ENSMUST00000223073.2	ENSMUSG00000021458.18	chr13	63449593	+	GENCODE M28 / GRCm39
Mertk:Aopep	Mertk:Aopep	b	ENSMUST00000220485.2	ENSMUSG00000021458.18	chr13	63449593	+	GENCODE M28 / GRCm39
Mertk:Aopep	Mertk:Aopep	b	ENSMUST00000222846.2	ENSMUSG00000021458.18	chr13	63449593	+	GENCODE M28 / GRCm39
Mertk:Aopep	Mertk:Aopep	b	ENSMUST00000221108.2	ENSMUSG00000021458.18	chr13	63449593	+	GENCODE M28 / GRCm39
Mia3:St6galnac4	Mia3:St6galnac4	a	ENSMUST00000194543.4	ENSMUSG00000056050.16	chr1	183111947	-	GENCODE M28 / GRCm39
Mia3:St6galnac4	Mia3:St6galnac4	b	ENSMUST00000102818.11	ENSMUSG00000079442.13	chr2	32477593	+	GENCODE M28 / GRCm39
Mia3:St6galnac4	Mia3:St6galnac4	b	ENSMUST00000123080.7	ENSMUSG00000079442.13	chr2	32477593	+	GENCODE M28 / GRCm39
Mia3:St6galnac4	Mia3:St6galnac4	b	ENSMUST00000192934.2	ENSMUSG00000079442.13	chr2	32477593	+	GENCODE M28 / GRCm39
Mob1b:Ndufa10	Mob1b:Ndufa10	a	ENSMUST00000155298.3	ENSMUSG00000006262.16	chr5	88868980	+	GENCODE M28 / GRCm39
Mob1b:Ndufa10	Mob1b:Ndufa10	a	ENSMUST00000113229.8	ENSMUSG00000006262.16	chr5	88868980	+	GENCODE M28 / GRCm39
Mob1b:Ndufa10	Mob1b:Ndufa10	a	ENSMUST00000006424.8	ENSMUSG00000006262.16	chr5	88868980	+	GENCODE M28 / GRCm39
Mob1b:Ndufa10	Mob1b:Ndufa10	a	ENSMUST00000125171.2	ENSMUSG00000006262.16	chr5	88868980	+	GENCODE M28 / GRCm39
Mob1b:Ndufa10	Mob1b:Ndufa10	b	ENSMUST00000027478.7	ENSMUSG00000026260.13	chr1	92367629	-	GENCODE M28 / GRCm39
Mob1b:Ndufa10	Mob1b:Ndufa10	b	ENSMUST00000189503.7	ENSMUSG00000026260.13	chr1	92367629	-	GENCODE M28 / GRCm39
Mob1b:Ndufa10	Mob1b:Ndufa10	b	ENSMUST00000153897.2	ENSMUSG00000026260.13	chr1	92367629	-	GENCODE M28 / GRCm39
Ms4a6b:Nudt19	Ms4a6b:Nudt19	a	ENSMUST00000163078.8	ENSMUSG00000024677.14	chr19	11504261	+	GENCODE M28 / GRCm39
Ms4a6b:Nudt19	Ms4a6b:Nudt19	a	ENSMUST00000025580.10	ENSMUSG00000024677.14	chr19	11504261	+	GENCODE M28 / GRCm39
Ms4a6b:Nudt19	Ms4a6b:Nudt19	a	ENSMUST00000161157.8	ENSMUSG00000024677.14	chr19	11504261	+	GENCODE M28 / GRCm39
Ms4a6b:Nudt19	Ms4a6b:Nudt19	a	ENSMUST00000161283.2	ENSMUSG00000024677.14	chr19	11504261	+	GENCODE M28 / GRCm39
Ms4a6b:Nudt19	Ms4a6b:Nudt19	b	ENSMUST00000040962.6	ENSMUSG00000034875.6	chr7	35251086	-	GENCODE M28 / GRCm39
Ms4a6b:Nudt19	Ms4a6b:Nudt19	b	ENSMUST00000123469.2	ENSMUSG00000034875.6	chr7	35251086	-	GENCODE M28 / GRCm39
Mtpn:Rab9	Mtpn:Rab9	a	ENSMUST00000031866.9	ENSMUSG00000029840.9	chr6	35516474	-	GENCODE M28 / GRCm39
Mtpn:Rab9	Mtpn:Rab9	b	ENSMUST00000112091.9	ENSMUSG00000079316.11	chrX	165245338	-	GENCODE M28 / GRCm39
Mtpn:Rab9	Mtpn:Rab9	b	ENSMUST00000149315.2	ENSMUSG00000079316.11	chrX	165245338	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	a	ENSMUST00000135184.8	ENSMUSG00000000386.17	chr16	97261956	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	a	ENSMUST00000155233.8	ENSMUSG00000000386.17	chr16	97261956	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	a	ENSMUST00000113768.8	ENSMUSG00000000386.17	chr16	97261956	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	a	ENSMUST00000023655.13	ENSMUSG00000000386.17	chr16	97261956	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	a	ENSMUST00000231461.2	ENSMUSG00000000386.17	chr16	97261956	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	a	ENSMUST00000231455.2	ENSMUSG00000000386.17	chr16	97261956	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	a	ENSMUST00000142883.3	ENSMUSG00000000386.17	chr16	97261956	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	b	ENSMUST00000161410.8	ENSMUSG00000021266.17	chr12	108833703	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	b	ENSMUST00000160477.8	ENSMUSG00000021266.17	chr12	108833703	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	b	ENSMUST00000109848.10	ENSMUSG00000021266.17	chr12	108833703	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	b	ENSMUST00000161154.2	ENSMUSG00000021266.17	chr12	108833703	-	GENCODE M28 / GRCm39
Mx1:Wars	Mx1:Wars	b	ENSMUST00000162952.2	ENSMUSG00000021266.17	chr12	108833703	-	GENCODE M28 / GRCm39
Myo1e:Nbdy	Myo1e:Nbdy	a	ENSMUST00000213863.2	ENSMUSG00000032220.11	chr9	70209069	+	GENCODE M28 / GRCm39
Myo1e:Nbdy	Myo1e:Nbdy	a	ENSMUST00000214767.2	ENSMUSG00000032220.11	chr9	70209069	+	GENCODE M28 / GRCm39
Myo1e:Nbdy	Myo1e:Nbdy	a	ENSMUST00000214042.2	ENSMUSG00000032220.11	chr9	70209069	+	GENCODE M28 / GRCm39
Myo1e:Nbdy	Myo1e:Nbdy	a	ENSMUST00000034745.9	ENSMUSG00000032220.11	chr9	70209069	+	GENCODE M28 / GRCm39
Myo1e:Nbdy	Myo1e:Nbdy	b	ENSMUST00000140575.8	ENSMUSG00000086316.9	chrX	152524036	+	GENCODE M28 / GRCm39
Myo1e:Nbdy	Myo1e:Nbdy	b	ENSMUST00000208373.2	ENSMUSG00000086316.9	chrX	152524036	+	GENCODE M28 / GRCm39
Myo1e:Nbdy	Myo1e:Nbdy	b	ENSMUST00000185492.7	ENSMUSG00000086316.9	chrX	152524036	+	GENCODE M28 / GRCm39
Myo1e:Nbdy	Myo1e:Nbdy	b	ENSMUST00000155617.2	ENSMUSG00000086316.9	chrX	152524036	+	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	a	ENSMUST00000025474.14	ENSMUSG00000024581.14	chr18	63120095	+	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	a	ENSMUST00000237864.2	ENSMUSG00000024581.14	chr18	63120095	+	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	a	ENSMUST00000237157.2	ENSMUSG00000024581.14	chr18	63120095	+	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	a	ENSMUST00000150267.2	ENSMUSG00000024581.14	chr18	63120095	+	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	a	ENSMUST00000236925.2	ENSMUSG00000024581.14	chr18	63120095	+	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	a	ENSMUST00000235372.2	ENSMUSG00000024581.14	chr18	63120095	+	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	a	ENSMUST00000236193.2	ENSMUSG00000024581.14	chr18	63120095	+	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	a	ENSMUST00000154563.8	ENSMUSG00000024581.14	chr18	63120095	+	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	a	ENSMUST00000155440.8	ENSMUSG00000024581.14	chr18	63120095	+	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	a	ENSMUST00000235974.2	ENSMUSG00000024581.14	chr18	63120095	+	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	b	ENSMUST00000049260.7	ENSMUSG00000042680.9	chr18	21301923	-	GENCODE M28 / GRCm39
Napg:Garem1	Napg:Garem1	b	ENSMUST00000234115.2	ENSMUSG00000042680.9	chr18	21301923	-	GENCODE M28 / GRCm39
Nceh1:Siah2	Nceh1:Siah2	a	ENSMUST00000046515.15	ENSMUSG00000027698.15	chr3	27237364	+	GENCODE M28 / GRCm39
Nceh1:Siah2	Nceh1:Siah2	a	ENSMUST00000138947.8	ENSMUSG00000027698.15	chr3	27237364	+	GENCODE M28 / GRCm39
Nceh1:Siah2	Nceh1:Siah2	a	ENSMUST00000129412.8	ENSMUSG00000027698.15	chr3	27237364	+	GENCODE M28 / GRCm39
Nceh1:Siah2	Nceh1:Siah2	a	ENSMUST00000091284.5	ENSMUSG00000027698.15	chr3	27237364	+	GENCODE M28 / GRCm39
Nceh1:Siah2	Nceh1:Siah2	b	ENSMUST00000070368.8	ENSMUSG00000036432.9	chr3	58583864	-	GENCODE M28 / GRCm39
Nceh1:Siah2	Nceh1:Siah2	b	ENSMUST00000145032.2	ENSMUSG00000036432.9	chr3	58583864	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	a	ENSMUST00000100329.10	ENSMUSG00000006471.19	chr2	25141733	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	a	ENSMUST00000114349.9	ENSMUSG00000006471.19	chr2	25141733	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	a	ENSMUST00000148589.9	ENSMUSG00000006471.19	chr2	25141733	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	a	ENSMUST00000141808.8	ENSMUSG00000006471.19	chr2	25141733	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	a	ENSMUST00000147866.2	ENSMUSG00000006471.19	chr2	25141733	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	a	ENSMUST00000132591.2	ENSMUSG00000006471.19	chr2	25141733	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	a	ENSMUST00000137355.2	ENSMUSG00000006471.19	chr2	25141733	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	a	ENSMUST00000228052.2	ENSMUSG00000115074.2	chr2	25141733	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	b	ENSMUST00000081291.13	ENSMUSG00000053929.18	chr15	76532510	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	b	ENSMUST00000176274.2	ENSMUSG00000053929.18	chr15	76532510	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	b	ENSMUST00000229552.2	ENSMUSG00000053929.18	chr15	76532510	-	GENCODE M28 / GRCm39
Ndor1:Cyhr1	Ndor1:Cyhr1	b	ENSMUST00000229524.2	ENSMUSG00000053929.18	chr15	76532510	-	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	a	ENSMUST00000186017.7	ENSMUSG00000026393.11	chr1	138547290	-	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	a	ENSMUST00000027642.5	ENSMUSG00000026393.11	chr1	138547290	-	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	a	ENSMUST00000191549.3	ENSMUSG00000026393.11	chr1	138547290	-	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000196446.5	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000106291.10	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000199613.5	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000166033.6	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000196591.5	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000198685.5	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000197859.5	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000199582.5	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000198748.5	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000196248.2	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000197539.5	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000197134.3	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Nek7:Ube2d3	Nek7:Ube2d3	b	ENSMUST00000197814.2	ENSMUSG00000078578.10	chr3	135160947	+	GENCODE M28 / GRCm39
Notch2:Rnf115	Notch2:Rnf115	a	ENSMUST00000198324.2	ENSMUSG00000027878.12	chr3	97955125	+	GENCODE M28 / GRCm39
Notch2:Rnf115	Notch2:Rnf115	a	ENSMUST00000079812.8	ENSMUSG00000027878.12	chr3	97955125	+	GENCODE M28 / GRCm39
Notch2:Rnf115	Notch2:Rnf115	b	ENSMUST00000029740.14	ENSMUSG00000028098.14	chr3	96665293	+	GENCODE M28 / GRCm39
Notch2:Rnf115	Notch2:Rnf115	b	ENSMUST00000199974.2	ENSMUSG00000028098.14	chr3	96665293	+	GENCODE M28 / GRCm39
Npc1:Ttc39c	Npc1:Ttc39c	a	ENSMUST00000025279.6	ENSMUSG00000024413.15	chr18	12369238	-	GENCODE M28 / GRCm39
Npc1:Ttc39c	Npc1:Ttc39c	a	ENSMUST00000133112.2	ENSMUSG00000024413.15	chr18	12369238	-	GENCODE M28 / GRCm39
Npc1:Ttc39c	Npc1:Ttc39c	a	ENSMUST00000149211.8	ENSMUSG00000024413.15	chr18	12369238	-	GENCODE M28 / GRCm39
Npc1:Ttc39c	Npc1:Ttc39c	b	ENSMUST00000234974.2	ENSMUSG00000024424.16	chr18	12853007	+	GENCODE M28 / GRCm39
Npc1:Ttc39c	Npc1:Ttc39c	b	ENSMUST00000234255.2	ENSMUSG00000024424.16	chr18	12853007	+	GENCODE M28 / GRCm39
Npc1:Ttc39c	Npc1:Ttc39c	b	ENSMUST00000169401.8	ENSMUSG00000024424.16	chr18	12853007	+	GENCODE M28 / GRCm39
Npc1:Ttc39c	Npc1:Ttc39c	b	ENSMUST00000234966.2	ENSMUSG00000024424.16	chr18	12853007	+	GENCODE M28 / GRCm39
Npc1:Ttc39c	Npc1:Ttc39c	b	ENSMUST00000025294.9	ENSMUSG00000024424.16	chr18	12853007	+	GENCODE M28 / GRCm39
Nsd1:Tipin	Nsd1:Tipin	a	ENSMUST00000099490.3	ENSMUSG00000021488.9	chr13	55381843	+	GENCODE M28 / GRCm39
Nsd1:Tipin	Nsd1:Tipin	a	ENSMUST00000224156.2	ENSMUSG00000021488.9	chr13	55381843	+	GENCODE M28 / GRCm39
Nsd1:Tipin	Nsd1:Tipin	a	ENSMUST00000224918.2	ENSMUSG00000021488.9	chr13	55381843	+	GENCODE M28 / GRCm39
Nsd1:Tipin	Nsd1:Tipin	a	ENSMUST00000225982.2	ENSMUSG00000021488.9	chr13	55381843	+	GENCODE M28 / GRCm39
Nsd1:Tipin	Nsd1:Tipin	a	ENSMUST00000224693.2	ENSMUSG00000021488.9	chr13	55381843	+	GENCODE M28 / GRCm39
Nsd1:Tipin	Nsd1:Tipin	b	ENSMUST00000216594.2	ENSMUSG00000032397.8	chr9	64208324	+	GENCODE M28 / GRCm39
Nsd1:Tipin	Nsd1:Tipin	b	ENSMUST00000034964.7	ENSMUSG00000032397.8	chr9	64208324	+	GENCODE M28 / GRCm39
Oas3:Trim34a	Oas3:Trim34a	a	ENSMUST00000044833.9	ENSMUSG00000032661.10	chr5	120892621	-	GENCODE M28 / GRCm39
Oas3:Trim34a	Oas3:Trim34a	a	ENSMUST00000165820.2	ENSMUSG00000032661.10	chr5	120892621	-	GENCODE M28 / GRCm39
Oas3:Trim34a	Oas3:Trim34a	b	ENSMUST00000106849.9	ENSMUSG00000056144.15	chr7	103910098	+	GENCODE M28 / GRCm39
Oas3:Trim34a	Oas3:Trim34a	b	ENSMUST00000060315.12	ENSMUSG00000056144.15	chr7	103910098	+	GENCODE M28 / GRCm39
Oas3:Trim34a	Oas3:Trim34a	b	ENSMUST00000106848.8	ENSMUSG00000056144.15	chr7	103910098	+	GENCODE M28 / GRCm39
Osbpl8:Cpne2	Osbpl8:Cpne2	a	ENSMUST00000105275.9	ENSMUSG00000020189.16	chr10	111099118	+	GENCODE M28 / GRCm39
Osbpl8:Cpne2	Osbpl8:Cpne2	a	ENSMUST00000220139.2	ENSMUSG00000020189.16	chr10	111099118	+	GENCODE M28 / GRCm39
Osbpl8:Cpne2	Osbpl8:Cpne2	a	ENSMUST00000095310.3	ENSMUSG00000020189.16	chr10	111099118	+	GENCODE M28 / GRCm39
Osbpl8:Cpne2	Osbpl8:Cpne2	a	ENSMUST00000238838.2	ENSMUSG00000020189.16	chr10	111099118	+	GENCODE M28 / GRCm39
Osbpl8:Cpne2	Osbpl8:Cpne2	b	ENSMUST00000048653.10	ENSMUSG00000034361.11	chr8	95280018	+	GENCODE M28 / GRCm39
Osbpl8:Cpne2	Osbpl8:Cpne2	b	ENSMUST00000109537.2	ENSMUSG00000034361.11	chr8	95280018	+	GENCODE M28 / GRCm39
Osbpl8:Znhit6	Osbpl8:Znhit6	a	ENSMUST00000105275.9	ENSMUSG00000020189.16	chr10	111069551	+	GENCODE M28 / GRCm39
Osbpl8:Znhit6	Osbpl8:Znhit6	a	ENSMUST00000220139.2	ENSMUSG00000020189.16	chr10	111069551	+	GENCODE M28 / GRCm39
Osbpl8:Znhit6	Osbpl8:Znhit6	a	ENSMUST00000095310.3	ENSMUSG00000020189.16	chr10	111069551	+	GENCODE M28 / GRCm39
Osbpl8:Znhit6	Osbpl8:Znhit6	a	ENSMUST00000217693.2	ENSMUSG00000020189.16	chr10	111069551	+	GENCODE M28 / GRCm39
Osbpl8:Znhit6	Osbpl8:Znhit6	b	ENSMUST00000199033.5	ENSMUSG00000074182.9	chr3	145298571	+	GENCODE M28 / GRCm39
Osbpl8:Znhit6	Osbpl8:Znhit6	b	ENSMUST00000098534.9	ENSMUSG00000074182.9	chr3	145298571	+	GENCODE M28 / GRCm39
Osbpl8:Znhit6	Osbpl8:Znhit6	b	ENSMUST00000196413.5	ENSMUSG00000074182.9	chr3	145298571	+	GENCODE M28 / GRCm39
Osbpl8:Znhit6	Osbpl8:Znhit6	b	ENSMUST00000197604.3	ENSMUSG00000074182.9	chr3	145298571	+	GENCODE M28 / GRCm39
Oxr1:Wdr70	Oxr1:Wdr70	a	ENSMUST00000090096.11	ENSMUSG00000022307.17	chr15	41310985	+	GENCODE M28 / GRCm39
Oxr1:Wdr70	Oxr1:Wdr70	a	ENSMUST00000110297.10	ENSMUSG00000022307.17	chr15	41310985	+	GENCODE M28 / GRCm39
Oxr1:Wdr70	Oxr1:Wdr70	b	ENSMUST00000045766.8	ENSMUSG00000039828.8	chr15	7953788	-	GENCODE M28 / GRCm39
P2rx4:2900089D17Rik	P2rx4:2900089D17Rik	a	ENSMUST00000031429.14	ENSMUSG00000029470.16	chr5	122857289	+	GENCODE M28 / GRCm39
P2rx4:2900089D17Rik	P2rx4:2900089D17Rik	a	ENSMUST00000152337.6	ENSMUSG00000029470.16	chr5	122857289	+	GENCODE M28 / GRCm39
P2rx4:2900089D17Rik	P2rx4:2900089D17Rik	a	ENSMUST00000198560.2	ENSMUSG00000029470.16	chr5	122857289	+	GENCODE M28 / GRCm39
P2rx4:2900089D17Rik	P2rx4:2900089D17Rik	a	ENSMUST00000081554.13	ENSMUSG00000029470.16	chr5	122857289	+	GENCODE M28 / GRCm39
P2rx4:2900089D17Rik	P2rx4:2900089D17Rik	a	ENSMUST00000139631.8	ENSMUSG00000029470.16	chr5	122857289	+	GENCODE M28 / GRCm39
P2rx4:2900089D17Rik	P2rx4:2900089D17Rik	a	ENSMUST00000142664.3	ENSMUSG00000029470.16	chr5	122857289	+	GENCODE M28 / GRCm39
P2rx4:2900089D17Rik	P2rx4:2900089D17Rik	b	ENSMUST00000124015.2	ENSMUSG00000087484.2	chr5	144178900	-	GENCODE M28 / GRCm39
P2rx4:2900089D17Rik	P2rx4:2900089D17Rik	b	ENSMUST00000153130.2	ENSMUSG00000087484.2	chr5	144178900	-	GENCODE M28 / GRCm39
Pag1:Ranbp9	Pag1:Ranbp9	a	ENSMUST00000161949.8	ENSMUSG00000027508.16	chr3	9817473	-	GENCODE M28 / GRCm39
Pag1:Ranbp9	Pag1:Ranbp9	a	ENSMUST00000108384.9	ENSMUSG00000027508.16	chr3	9817473	-	GENCODE M28 / GRCm39
Pag1:Ranbp9	Pag1:Ranbp9	a	ENSMUST00000163022.2	ENSMUSG00000027508.16	chr3	9817473	-	GENCODE M28 / GRCm39
Pag1:Ranbp9	Pag1:Ranbp9	b	ENSMUST00000144326.4	ENSMUSG00000038546.10	chr13	43615299	-	GENCODE M28 / GRCm39
Pag1:Ranbp9	Pag1:Ranbp9	b	ENSMUST00000222651.2	ENSMUSG00000038546.10	chr13	43615299	-	GENCODE M28 / GRCm39
Pag1:Ranbp9	Pag1:Ranbp9	b	ENSMUST00000220500.2	ENSMUSG00000038546.10	chr13	43615299	-	GENCODE M28 / GRCm39
Pag1:Ranbp9	Pag1:Ranbp9	b	ENSMUST00000222023.2	ENSMUSG00000038546.10	chr13	43615299	-	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	a	ENSMUST00000109901.9	ENSMUSG00000021111.16	chr12	105751173	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	a	ENSMUST00000168186.8	ENSMUSG00000021111.16	chr12	105751173	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	a	ENSMUST00000021535.14	ENSMUSG00000021111.16	chr12	105751173	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	a	ENSMUST00000163473.8	ENSMUSG00000021111.16	chr12	105751173	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	a	ENSMUST00000166498.8	ENSMUSG00000021111.16	chr12	105751173	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	a	ENSMUST00000166329.8	ENSMUSG00000021111.16	chr12	105751173	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	a	ENSMUST00000165584.8	ENSMUSG00000021111.16	chr12	105751173	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	a	ENSMUST00000169938.8	ENSMUSG00000021111.16	chr12	105751173	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	a	ENSMUST00000164326.8	ENSMUSG00000021111.16	chr12	105751173	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	a	ENSMUST00000170540.8	ENSMUSG00000021111.16	chr12	105751173	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	a	ENSMUST00000166735.8	ENSMUSG00000021111.16	chr12	105751173	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	b	ENSMUST00000029459.10	ENSMUSG00000027865.11	chr3	100101806	+	GENCODE M28 / GRCm39
Papola:Gdap2	Papola:Gdap2	b	ENSMUST00000106997.2	ENSMUSG00000027865.11	chr3	100101806	+	GENCODE M28 / GRCm39
Pcca:Lgals3	Pcca:Lgals3	a	ENSMUST00000038374.13	ENSMUSG00000041650.16	chr14	122906083	+	GENCODE M28 / GRCm39
Pcca:Lgals3	Pcca:Lgals3	b	ENSMUST00000151405.9	ENSMUSG00000050335.18	chr14	47616980	+	GENCODE M28 / GRCm39
Pcca:Lgals3	Pcca:Lgals3	b	ENSMUST00000142734.8	ENSMUSG00000050335.18	chr14	47616980	+	GENCODE M28 / GRCm39
Pcca:Lgals3	Pcca:Lgals3	b	ENSMUST00000150290.9	ENSMUSG00000050335.18	chr14	47616980	+	GENCODE M28 / GRCm39
