gene_symbol	gene_id	mgi_id	chrom	start	end	strand
Gm23048	ENSMUSG00000087862.3	MGI:5452825	chr9	19348983	19349111	+
Olfr849	ENSMUSG00000052182.5	MGI:3030683	chr9	19351562	19358219	+
Olfr850	ENSMUSG00000094535.3	MGI:3030684	chr9	19388597	19389544	-
Olfr851	ENSMUSG00000052625.9	MGI:3030685	chr9	19404591	19414111	+
Olfr852-ps1	ENSMUSG00000110572.2	MGI:3030686	chr9	19444940	19445165	-
Olfr853	ENSMUSG00000051160.5	MGI:3030687	chr9	19445498	19452372	-
Olfr854	ENSMUSG00000095667.3	MGI:3030688	chr9	19477731	19478678	-
Olfr855	ENSMUSG00000043087.6	MGI:3030689	chr9	19493913	19497326	+
Gm45730	ENSMUSG00000110571.2	MGI:5804845	chr9	19524178	19524572	+
Zfp317	ENSMUSG00000057551.11	MGI:107775	chr9	19533398	19561027	+
Olfr856-ps1	ENSMUSG00000110521.2	MGI:3030690	chr9	19568353	19569943	-
Gm7769	ENSMUSG00000110610.2	MGI:3649110	chr9	19601915	19602847	+
Olfr857	ENSMUSG00000094678.6	MGI:3030691	chr9	19620729	19626226	+
Olfr858-ps1	ENSMUSG00000110578.2	MGI:3030692	chr9	19648747	19649676	+
Olfr58	ENSMUSG00000058659.7	MGI:1333790	chr9	19691579	19696629	+
Olfr859	ENSMUSG00000095448.4	MGI:3030693	chr9	19716202	19728922	+
Gm45699	ENSMUSG00000110511.2	MGI:5804814	chr9	19753369	19783832	+
Olfr860	ENSMUSG00000066905.5	MGI:3030694	chr9	19756452	19761043	-
Olfr861-ps1	ENSMUSG00000110518.2	MGI:3030695	chr9	19786806	19787935	+
Olfr862	ENSMUSG00000063842.6	MGI:3030696	chr9	19793713	19799300	-
Olfr77	ENSMUSG00000051118.10	MGI:2153206	chr9	19828161	19840420	+
Gm7808	ENSMUSG00000091460.3	MGI:3643360	chr9	19839192	19839578	-
Olfr863-ps1	ENSMUSG00000110555.2	MGI:3030697	chr9	19852806	19853734	-
Olfr864-ps1	ENSMUSG00000110560.2	MGI:3030698	chr9	19907729	19908658	+
Olfr865-ps1	ENSMUSG00000110566.2	MGI:3030699	chr9	19935980	19936064	-
Olfr866	ENSMUSG00000050803.5	MGI:3030700	chr9	19938255	19939331	-
ENSMUSG00002076003	ENSMUSG00002076003.1		chr9	19942284	19942436	-
ENSMUSG00002075513	ENSMUSG00002075513.1		chr9	19946450	19946516	+
Olfr867	ENSMUSG00000044454.6	MGI:3030701	chr9	19962251	19968858	-
Olfr868	ENSMUSG00000044106.6	MGI:3030702	chr9	20009922	20016050	+
Olfr869	ENSMUSG00000058491.9	MGI:3030703	chr9	20040305	20050059	+
Olfr870	ENSMUSG00000066899.7	MGI:3030704	chr9	20079829	20085353	-
Olfr871	ENSMUSG00000061457.4	MGI:3030705	chr9	20123503	20124649	+
Olfr872	ENSMUSG00000066897.9	MGI:3030706	chr9	20148415	20172939	+
Gm25425	ENSMUSG00000088236.3	MGI:5455202	chr9	20164089	20164184	-
Olfr39	ENSMUSG00000059623.7	MGI:1313142	chr9	20193647	20198874	+
Olfr873	ENSMUSG00000049028.9	MGI:3030707	chr9	20209828	20214895	+
Olfr18	ENSMUSG00000066896.7	MGI:109317	chr9	20223448	20247390	-
Gm45815	ENSMUSG00000110466.4	MGI:5804930	chr9	20224784	20224929	-
Zfp560	ENSMUSG00000045519.16	MGI:1915280	chr9	20256432	20296473	-
4921534A09Rik	ENSMUSG00000110910.2	MGI:2444504	chr9	20296530	20299024	+
Gm29761	ENSMUSG00000110761.2	MGI:5588920	chr9	20311218	20313156	-
Gm48729	ENSMUSG00000110811.2	MGI:6098390	chr9	20324471	20324683	+
Zfp26	ENSMUSG00000063108.16	MGI:99173	chr9	20339745	20371458	-
Gm48738	ENSMUSG00000111626.2	MGI:6098404	chr9	20368079	20368467	-
Zfp426	ENSMUSG00000059475.14	MGI:1920248	chr9	20379845	20404042	-
Gm23316	ENSMUSG00000088622.4	MGI:5453093	chr9	20389161	20389274	+
Zfp266	ENSMUSG00000060510.15	MGI:1924769	chr9	20406364	20432713	-
Gm46142	ENSMUSG00000111661.2	MGI:5825779	chr9	20466625	20467105	+
Zfp846	ENSMUSG00000058192.17	MGI:1924012	chr9	20492587	20516705	+
Gm48069	ENSMUSG00000111547.2	MGI:6097398	chr9	20517429	20518912	-
Fbxl12os	ENSMUSG00000062470.11	MGI:1913912	chr9	20518754	20528567	+
Fbxl12	ENSMUSG00000066892.15	MGI:1354738	chr9	20529414	20556063	-
Ubl5	ENSMUSG00000084786.10	MGI:1913427	chr9	20554174	20558436	+
Pin1	ENSMUSG00000032171.8	MGI:1346036	chr9	20563391	20577880	+
Olfm2	ENSMUSG00000032172.9	MGI:3045350	chr9	20578986	20657645	-
Col5a3	ENSMUSG00000004098.8	MGI:1858212	chr9	20681346	20726363	-
Rdh8	ENSMUSG00000053773.6	MGI:2685028	chr9	20729799	20737413	+
Gm53025	ENSMUSG00000118527.2	MGI:6388917	chr9	20750824	20769171	+
Shfl	ENSMUSG00000038884.15	MGI:2441788	chr9	20779938	20785603	+
Angptl6	ENSMUSG00000038742.8	MGI:1917976	chr9	20785104	20791023	-
Ppan	ENSMUSG00000004100.13	MGI:2178445	chr9	20799471	20803474	+
Gm24067	ENSMUSG00000077702.3	MGI:5453844	chr9	20800780	20800864	+
Gm23008	ENSMUSG00000089571.3	MGI:5452785	chr9	20802053	20802132	+
Gm50491	ENSMUSG00000118421.2	MGI:6324768	chr9	20804539	20805319	+
Eif3g	ENSMUSG00000070319.7	MGI:1858258	chr9	20805645	20809919	-
Dnmt1	ENSMUSG00000004099.17	MGI:94912	chr9	20818505	20871184	-
Mir7081	ENSMUSG00000099147.3	MGI:5531286	chr9	20825386	20825460	-
S1pr2	ENSMUSG00000043895.7	MGI:99569	chr9	20873657	20888077	-
Mrpl4	ENSMUSG00000003299.11	MGI:2137210	chr9	20914034	20920135	+
Icam1	ENSMUSG00000037405.9	MGI:96392	chr9	20927281	20940113	+
Gm47079	ENSMUSG00000110790.2	MGI:6095803	chr9	20939603	20943653	-
Icam4	ENSMUSG00000001014.7	MGI:1925619	chr9	20940669	20941891	+
Icam5	ENSMUSG00000032174.6	MGI:109430	chr9	20943369	20950332	+
Mir1900	ENSMUSG00000084663.3	MGI:3811415	chr9	20943547	20943624	-
Gm26592	ENSMUSG00000097535.2	MGI:5477086	chr9	20945586	20949078	-
Zglp1	ENSMUSG00000079681.4	MGI:3696042	chr9	20973689	20978389	-
Gm49373	ENSMUSG00000111692.2	MGI:6121591	chr9	20973696	20984392	-
Gm38431	ENSMUSG00000111497.2	MGI:5621316	chr9	20978810	21003293	-
Fdx2	ENSMUSG00000079677.3	MGI:1915415	chr9	20978816	20984910	-
Raver1	ENSMUSG00000010205.12	MGI:1919016	chr9	20985454	21003304	-
Mir7082	ENSMUSG00000098907.3	MGI:5531315	chr9	20986793	20986884	-
1700084C06Rik	ENSMUSG00000086016.2	MGI:1923868	chr9	21003051	21039689	+
Tyk2	ENSMUSG00000032175.12	MGI:1929470	chr9	21015364	21042539	-
Cdc37	ENSMUSG00000019471.11	MGI:109531	chr9	21044518	21061278	-
Pde4a	ENSMUSG00000032177.18	MGI:99558	chr9	21077010	21124544	+
Gm16754	ENSMUSG00000097439.7	MGI:4439678	chr9	21136667	21144342	+
Keap1	ENSMUSG00000003308.16	MGI:1858732	chr9	21141026	21150657	-
S1pr5	ENSMUSG00000045087.9	MGI:2150641	chr9	21154208	21159739	-
Gm48303	ENSMUSG00000111623.2	MGI:6097748	chr9	21159009	21160902	+
Atg4d	ENSMUSG00000002820.7	MGI:2444308	chr9	21176589	21189068	+
Kri1	ENSMUSG00000035047.10	MGI:2384899	chr9	21184753	21199265	-
Cdkn2d	ENSMUSG00000096472.3	MGI:105387	chr9	21199706	21202703	-
Ap1m2	ENSMUSG00000003309.15	MGI:1336974	chr9	21205571	21223633	-
Gm39302	ENSMUSG00000111172.2	MGI:5622187	chr9	21229375	21231913	-
Slc44a2	ENSMUSG00000057193.9	MGI:1915932	chr9	21231994	21266324	+
Gm36198	ENSMUSG00000110915.2	MGI:5595357	chr9	21278692	21280480	-
Ilf3	ENSMUSG00000032178.15	MGI:1339973	chr9	21279167	21316657	+
Gm16853	ENSMUSG00000097665.2	MGI:4439777	chr9	21316538	21323016	-
Qtrt1	ENSMUSG00000002825.9	MGI:1931441	chr9	21323133	21331570	+
Dnm2	ENSMUSG00000033335.18	MGI:109547	chr9	21336204	21419055	+
Mir199a-1	ENSMUSG00000065547.3	MGI:2676863	chr9	21407791	21407860	-
Tmed1	ENSMUSG00000032180.12	MGI:106201	chr9	21418849	21421548	-
AB124611	ENSMUSG00000057191.15	MGI:3043001	chr9	21437472	21456629	+
Gm20519	ENSMUSG00000092261.2	MGI:5141984	chr9	21444923	21445281	-
Carm1	ENSMUSG00000032185.16	MGI:1913208	chr9	21458190	21503919	+
Yipf2	ENSMUSG00000032182.16	MGI:1922016	chr9	21499978	21504124	-
Timm29	ENSMUSG00000048429.11	MGI:1917023	chr9	21504018	21507266	+
Gm7904	ENSMUSG00000111812.2	MGI:3648696	chr9	21519159	21519623	-
Mir1946b	ENSMUSG00000088478.3	MGI:3837217	chr9	21524740	21524872	-
Smarca4	ENSMUSG00000032187.17	MGI:88192	chr9	21527465	21615526	+
ENSMUSG00002075151	ENSMUSG00002075151.1		chr9	21589209	21589392	+
Gm26511	ENSMUSG00000097155.2	MGI:5477005	chr9	21628912	21634746	-
Ldlr	ENSMUSG00000032193.10	MGI:96765	chr9	21634779	21661215	+
Spc24	ENSMUSG00000074476.7	MGI:1914879	chr9	21666738	21671599	-
Kank2	ENSMUSG00000032194.10	MGI:2384568	chr9	21678080	21710040	-
Dock6	ENSMUSG00000032198.10	MGI:1914789	chr9	21711156	21763931	-
Mir7083	ENSMUSG00000098473.3	MGI:5531270	chr9	21721237	21721296	-
Angptl8	ENSMUSG00000047822.9	MGI:3643534	chr9	21746806	21748643	+
Gm47873	ENSMUSG00000111766.2	MGI:6097096	chr9	21783570	21803485	+
Rab3d	ENSMUSG00000019066.14	MGI:97844	chr9	21818787	21829488	-
Tmem205	ENSMUSG00000040883.19	MGI:3045495	chr9	21832304	21838852	-
Ccdc159	ENSMUSG00000006241.17	MGI:1914369	chr9	21838767	21847168	+
Plppr2	ENSMUSG00000040563.14	MGI:2384575	chr9	21848329	21860203	+
Swsap1	ENSMUSG00000051238.7	MGI:1914212	chr9	21867051	21869560	+
Epor	ENSMUSG00000006235.7	MGI:95408	chr9	21870193	21874802	-
Rgl3	ENSMUSG00000040146.10	MGI:1918996	chr9	21880007	21900742	-
Odad3	ENSMUSG00000039632.14	MGI:1924859	chr9	21901167	21913930	-
Prkcsh	ENSMUSG00000003402.15	MGI:107877	chr9	21914102	21925518	+
Elavl3	ENSMUSG00000003410.9	MGI:109157	chr9	21926301	21963319	-
Gm49318	ENSMUSG00000111842.2	MGI:6121495	chr9	21947676	21982555	-
Zfp653	ENSMUSG00000038895.17	MGI:2442362	chr9	21966707	21982672	-
Gm16845	ENSMUSG00000096981.3	MGI:4439769	chr9	21982298	21997418	+
Ecsit	ENSMUSG00000066839.13	MGI:1349469	chr9	21983542	21996734	-
Gm6581	ENSMUSG00000111446.2	MGI:3648298	chr9	22003809	22004068	+
Cnn1	ENSMUSG00000001349.6	MGI:104979	chr9	22010512	22020926	+
Elof1	ENSMUSG00000013822.8	MGI:1913376	chr9	22024285	22028468	-
Mir7084	ENSMUSG00000098646.3	MGI:5531360	chr9	22025240	22025309	-
6530413G14Rik	ENSMUSG00000111856.2	MGI:1923465	chr9	22028624	22049052	+
Acp5	ENSMUSG00000001348.16	MGI:87883	chr9	22038023	22047007	-
Pigyl	ENSMUSG00000010607.9	MGI:1913518	chr9	22068142	22069654	+
Gm18227	ENSMUSG00000109765.3	MGI:5010412	chr9	22078775	22081948	+
Rpl15-ps3	ENSMUSG00000061167.10	MGI:3782952	chr9	22096903	22097517	-
Zfp872	ENSMUSG00000074472.11	MGI:3588272	chr9	22099386	22113419	+
1810064F22Rik	ENSMUSG00000090925.3	MGI:1917112	chr9	22108259	22125156	-
Gm18228	ENSMUSG00000110757.2	MGI:5010413	chr9	22115789	22116879	+
Zfp809	ENSMUSG00000057982.9	MGI:2143362	chr9	22137010	22154650	+
Gm48478	ENSMUSG00000111424.2	MGI:6097993	chr9	22140274	22142598	+
Zfp599	ENSMUSG00000062794.9	MGI:2679006	chr9	22158726	22171191	-
Gm39307	ENSMUSG00000111205.2	MGI:5622192	chr9	22171398	22174585	+
Zfp810	ENSMUSG00000066829.8	MGI:2384563	chr9	22188044	22218944	-
Gm48627	ENSMUSG00000111292.2	MGI:6098227	chr9	22205518	22206868	-
Gm18225	ENSMUSG00000111808.2	MGI:5010410	chr9	22207242	22207983	-
Gm10182	ENSMUSG00000094627.3	MGI:3704327	chr9	22232401	22232673	-
Gm6607	ENSMUSG00000110759.2	MGI:3645371	chr9	22241469	22241796	-
Anln	ENSMUSG00000036777.9	MGI:1920174	chr9	22243308	22300484	-
Gm48646	ENSMUSG00000111069.2	MGI:6098253	chr9	22281848	22283075	-
Gm48652	ENSMUSG00000110873.2	MGI:6098262	chr9	22312882	22313124	+
Rp9	ENSMUSG00000032239.11	MGI:2157166	chr9	22322343	22381039	-
9530077C05Rik	ENSMUSG00000036411.11	MGI:1915533	chr9	22322809	22355977	+
Gm17545	ENSMUSG00000091159.2	MGI:4937179	chr9	22365586	22373358	+
Bbs9	ENSMUSG00000035919.17	MGI:2442833	chr9	22387011	22799576	+
Gm2976	ENSMUSG00000090067.2	MGI:3781154	chr9	22391230	22391742	-
Gm16165	ENSMUSG00000089958.2	MGI:3802009	chr9	22581030	22581824	-
Gm16164	ENSMUSG00000089909.2	MGI:3802097	chr9	22589147	22589614	-
Bmper	ENSMUSG00000031963.9	MGI:1920480	chr9	23134372	23396496	+
Gm3011	ENSMUSG00000111041.2	MGI:3781189	chr9	23687788	23688369	+
Gm47638	ENSMUSG00000110829.2	MGI:6096712	chr9	23788079	23788456	+
Gm3028	ENSMUSG00000111572.2	MGI:3781206	chr9	23815196	23816314	+
Gm47663	ENSMUSG00000110848.2	MGI:6096752	chr9	23828398	23851638	-
Gm47668	ENSMUSG00000111477.2	MGI:6096762	chr9	23929190	23929455	-
Gm47670	ENSMUSG00000111135.2	MGI:6096764	chr9	24002939	24003198	-
Npsr1	ENSMUSG00000043659.12	MGI:2441738	chr9	24009292	24227694	+
Gm47674	ENSMUSG00000111002.2	MGI:6096770	chr9	24196169	24199137	-
Gm15600	ENSMUSG00000085969.2	MGI:3783047	chr9	24207435	24211553	-
Gm10701	ENSMUSG00000074465.3	MGI:3642532	chr9	24252953	24330005	+
Gm22380	ENSMUSG00000088104.3	MGI:5452157	chr9	24262414	24262508	+
Dpy19l1	ENSMUSG00000043067.16	MGI:1915685	chr9	24323072	24414436	-
Gm47772	ENSMUSG00000111365.2	MGI:6096930	chr9	24414745	24416881	+
Dpy19l2	ENSMUSG00000085576.4	MGI:2444662	chr9	24468343	24607589	-
Cypt4	ENSMUSG00000047995.8	MGI:1916573	chr9	24536492	24537120	+
Tbx20	ENSMUSG00000031965.16	MGI:1888496	chr9	24629434	24685599	-
Gm29824	ENSMUSG00000111275.2	MGI:5588983	chr9	24687763	24717320	+
Amd-ps6	ENSMUSG00000111507.2	MGI:3645413	chr9	24737639	24738641	-
Gm48255	ENSMUSG00000110872.2	MGI:6097670	chr9	24864269	24864595	+
Gm18377	ENSMUSG00000111680.2	MGI:5010562	chr9	24868876	24869482	-
SNORA71	ENSMUSG00002075645.1		chr9	24875832	24875965	+
E130101E03Rik	ENSMUSG00000111866.2	MGI:1925240	chr9	24885504	24909716	+
Gm48256	ENSMUSG00000111751.2	MGI:6097671	chr9	24968346	24973895	+
Gm10181	ENSMUSG00000066810.3	MGI:3642432	chr9	25000718	25000786	+
Gm10180	ENSMUSG00000066809.2	MGI:3701608	chr9	25012700	25012777	-
Herpud2	ENSMUSG00000008429.9	MGI:1915393	chr9	25019428	25063116	-
Gm29642	ENSMUSG00000100002.3	MGI:5580348	chr9	25063410	25086857	+
Gm8031	ENSMUSG00000111459.2	MGI:3645020	chr9	25139740	25140365	-
Septin7	ENSMUSG00000001833.18	MGI:1335094	chr9	25163735	25219867	+
Gm48272	ENSMUSG00000111004.2	MGI:6097697	chr9	25186098	25186771	-
Gm18891	ENSMUSG00000111558.2	MGI:5011076	chr9	25260794	25262960	+
Gm8049	ENSMUSG00000111600.2	MGI:3648503	chr9	25361758	25363539	+
Eepd1	ENSMUSG00000036611.6	MGI:1914734	chr9	25392843	25515406	+
Gm25861	ENSMUSG00000088876.4	MGI:5455638	chr9	25450393	25450501	-
Gm25346	ENSMUSG00000077697.3	MGI:5455123	chr9	25480974	25481101	-
Gm48330	ENSMUSG00000110857.2	MGI:6097787	chr9	25596291	25596659	-
Gm48331	ENSMUSG00000111416.2	MGI:6097788	chr9	25668851	25669121	+
Gm48337	ENSMUSG00000111760.2	MGI:6097798	chr9	25722842	25723043	-
ENSMUSG00002075050	ENSMUSG00002075050.1		chr9	25724151	25724271	-
Gm48362	ENSMUSG00000110866.2	MGI:6097831	chr9	25766611	25770948	-
Gm39312	ENSMUSG00000111240.2	MGI:5622197	chr9	25939981	25944775	-
Gm19113	ENSMUSG00000111238.2	MGI:5011298	chr9	26278127	26279954	-
Gm48373	ENSMUSG00000111124.2	MGI:6097848	chr9	26297315	26297598	-
Gm30313	ENSMUSG00000111066.2	MGI:5589472	chr9	26430781	26461249	-
Gm48393	ENSMUSG00000110901.2	MGI:6097876	chr9	26631134	26643157	-
B3gat1	ENSMUSG00000045994.18	MGI:1924148	chr9	26645024	26674397	+
Glb1l2	ENSMUSG00000036395.16	MGI:2388283	chr9	26674340	26717764	-
Glb1l3	ENSMUSG00000031966.8	MGI:1918143	chr9	26729249	26772186	-
Gm1110	ENSMUSG00000079644.3	MGI:2685956	chr9	26790863	26834407	-
Gm5120	ENSMUSG00000111151.2	MGI:3646745	chr9	26871442	26873855	-
Acad8	ENSMUSG00000031969.17	MGI:1914198	chr9	26885431	26910862	-
Thyn1	ENSMUSG00000035443.11	MGI:1925112	chr9	26911006	26918632	+
Vps26b	ENSMUSG00000031988.11	MGI:1917656	chr9	26919067	26941361	-
Gm48673	ENSMUSG00000111505.2	MGI:6098292	chr9	26932849	26936217	-
Ncapd3	ENSMUSG00000035024.17	MGI:2142989	chr9	26941471	27006611	+
Jam3	ENSMUSG00000031990.16	MGI:1933825	chr9	27008680	27066717	-
Gm48796	ENSMUSG00000111390.2	MGI:6098500	chr9	27009847	27013639	+
Gm48801	ENSMUSG00000110836.2	MGI:6098508	chr9	27110886	27114594	-
Gm48803	ENSMUSG00000111387.2	MGI:6098512	chr9	27202493	27204640	-
Igsf9b	ENSMUSG00000034275.19	MGI:2685354	chr9	27210500	27268842	+
Gm48858	ENSMUSG00000110920.2	MGI:6098599	chr9	27297563	27297913	+
Spata19	ENSMUSG00000031991.11	MGI:1922719	chr9	27308096	27313081	+
Gm48901	ENSMUSG00000111694.2	MGI:6098669	chr9	27464776	27466253	+
Gm18585	ENSMUSG00000110892.2	MGI:5010770	chr9	27494133	27494688	-
Gm8106	ENSMUSG00000110745.2	MGI:3645535	chr9	27522896	27523418	+
Gm48902	ENSMUSG00000110851.2	MGI:6098671	chr9	27527481	27537194	+
Opcml	ENSMUSG00000062257.14	MGI:97397	chr9	27702071	28836706	+
Gm15606	ENSMUSG00000087531.8	MGI:3783053	chr9	28109183	28110817	+
ENSMUSG00002075756	ENSMUSG00002075756.1		chr9	28204044	28204140	+
Gm48091	ENSMUSG00000110741.2	MGI:6097434	chr9	28705592	28865643	-
Ntm	ENSMUSG00000059974.11	MGI:2446259	chr9	28906046	29874437	-
Gm15520	ENSMUSG00000085449.2	MGI:3782967	chr9	28971095	28981495	+
Gm15521	ENSMUSG00000085638.2	MGI:3782968	chr9	29501780	29503806	-
Gm19640	ENSMUSG00000111175.2	MGI:5011825	chr9	29974552	29975015	-
Gm47677	ENSMUSG00000111304.2	MGI:6096776	chr9	30078871	30083177	+
Gm26435	ENSMUSG00000119318.1	MGI:5456212	chr9	30203164	30203270	-
Gm30933	ENSMUSG00000111109.2	MGI:5590092	chr9	30297276	30338272	-
Snx19	ENSMUSG00000031993.8	MGI:1921581	chr9	30338404	30378029	+
Gm47714	ENSMUSG00000111260.2	MGI:6096839	chr9	30401255	30401672	+
Rps2-ps12	ENSMUSG00000111438.2	MGI:3648563	chr9	30424236	30425020	+
Gm47716	ENSMUSG00000111413.2	MGI:6096842	chr9	30537104	30543883	-
Gm31013	ENSMUSG00000111867.2	MGI:5590172	chr9	30633331	30692775	-
Gm47717	ENSMUSG00000111249.2	MGI:6096844	chr9	30663917	30664178	-
Adamts15	ENSMUSG00000033453.9	MGI:2449569	chr9	30810451	30833748	-
Adamts8	ENSMUSG00000031994.14	MGI:1353468	chr9	30853858	30875134	+
Gm29724	ENSMUSG00000111673.2	MGI:5588883	chr9	30865383	30942501	-
Zbtb44	ENSMUSG00000047412.17	MGI:1925123	chr9	30941940	30987181	+
Gm17508	ENSMUSG00000097701.2	MGI:4937142	chr9	30991913	30993771	-
St14	ENSMUSG00000031995.10	MGI:1338881	chr9	31000698	31043149	-
Gm16071	ENSMUSG00000081343.2	MGI:3801777	chr9	31005498	31006290	+
Aplp2	ENSMUSG00000031996.18	MGI:88047	chr9	31060853	31123111	-
Gm7244	ENSMUSG00000091003.3	MGI:3644192	chr9	31186117	31186571	+
4930517E14Rik	ENSMUSG00000111246.2	MGI:5608878	chr9	31189317	31192288	-
Prdm10	ENSMUSG00000042496.19	MGI:2682952	chr9	31191834	31293019	+
Nfrkb	ENSMUSG00000042185.15	MGI:2442410	chr9	31297488	31332629	+
Tmem45b	ENSMUSG00000041737.9	MGI:2384574	chr9	31337492	31375758	-
Gm8162	ENSMUSG00000111548.2	MGI:3644710	chr9	31345339	31346003	-
5033425B01Rik	ENSMUSG00000111468.2	MGI:1921983	chr9	31349761	31351063	-
4930434F21Rik	ENSMUSG00000111655.2	MGI:1921213	chr9	31375202	31427105	+
Gm31408	ENSMUSG00000111853.2	MGI:5590567	chr9	31470905	31490930	+
Gm18226	ENSMUSG00000110952.2	MGI:5010411	chr9	31479022	31479542	-
Gm18820	ENSMUSG00000111153.2	MGI:5011005	chr9	31555066	31555981	+
Gm47436	ENSMUSG00000110853.2	MGI:6096387	chr9	31588104	31589322	-
Gm8171	ENSMUSG00000110778.2	MGI:3644929	chr9	31694280	31694999	+
Barx2	ENSMUSG00000032033.12	MGI:109617	chr9	31757340	31824758	-
Gm31497	ENSMUSG00000110813.2	MGI:5590656	chr9	31817289	31822494	+
Gm3756	ENSMUSG00000091639.3	MGI:3781931	chr9	31846742	31848096	-
Gm47465	ENSMUSG00000111771.2	MGI:6096430	chr9	31858314	31916756	-
Tpi-rs4	ENSMUSG00000111166.2	MGI:98802	chr9	31859642	31860361	+
Gm47481	ENSMUSG00000110845.2	MGI:6096456	chr9	31955681	31956154	-
ENSMUSG00002075908	ENSMUSG00002075908.1		chr9	31978467	31978592	+
Gm47496	ENSMUSG00000110840.2	MGI:6096479	chr9	31989577	31990061	+
Arhgap32	ENSMUSG00000041444.15	MGI:2450166	chr9	32027432	32179742	+
Gm47536	ENSMUSG00000111382.2	MGI:6096544	chr9	32086234	32086464	-
Kcnj5	ENSMUSG00000032034.7	MGI:104755	chr9	32226003	32255646	-
Gm39317	ENSMUSG00000111056.2	MGI:5622202	chr9	32259978	32273034	+
Kcnj1	ENSMUSG00000041248.10	MGI:1927248	chr9	32283789	32310493	+
Fli1	ENSMUSG00000016087.14	MGI:95554	chr9	32333500	32454157	-
Gm22060	ENSMUSG00000064492.3	MGI:5451837	chr9	32358118	32358224	-
Gm38292	ENSMUSG00000103151.2	MGI:5611520	chr9	32388629	32391673	-
Gm38346	ENSMUSG00000102352.2	MGI:5611574	chr9	32419041	32421679	-
Gm27201	ENSMUSG00000098645.2	MGI:5521044	chr9	32419709	32428254	+
Gm37474	ENSMUSG00000102153.2	MGI:5610702	chr9	32436441	32438254	-
Gm37082	ENSMUSG00000102850.2	MGI:5610310	chr9	32446547	32448473	-
Gm47680	ENSMUSG00000110844.2	MGI:6096780	chr9	32524748	32540853	+
Gm27163	ENSMUSG00000098796.3	MGI:5521006	chr9	32540421	32540829	+
Ets1	ENSMUSG00000032035.17	MGI:95455	chr9	32547517	32669116	+
Gm27240	ENSMUSG00000098843.2	MGI:5521083	chr9	32620948	32622467	-
Gm3331	ENSMUSG00000099148.2	MGI:3781509	chr9	32725030	32745400	+
Gm37167	ENSMUSG00000102467.2	MGI:5610395	chr9	32750823	32751218	-
Gm27162	ENSMUSG00000099025.2	MGI:5521005	chr9	32816233	32840262	-
Gm37192	ENSMUSG00000102184.2	MGI:5610420	chr9	32882333	32883680	+
Gm27166	ENSMUSG00000098519.2	MGI:5521009	chr9	32943087	33002095	+
Gm32171	ENSMUSG00000111645.2	MGI:5591330	chr9	33062588	33173812	+
Gm37758	ENSMUSG00000102712.2	MGI:5610986	chr9	33071358	33071986	-
Gm47775	ENSMUSG00000111467.2	MGI:6096935	chr9	33207540	33220099	+
Gm47777	ENSMUSG00000111878.2	MGI:6096938	chr9	33393479	33403310	-
Gm47778	ENSMUSG00000111276.2	MGI:6096940	chr9	33508661	33511764	+
Tmed2b	ENSMUSG00000079884.7	MGI:5434895	chr9	33639543	33640146	+
Gm47784	ENSMUSG00000111265.2	MGI:6096950	chr9	33772499	33775315	+
Gm47785	ENSMUSG00000110771.2	MGI:6096952	chr9	33813213	33832745	+
Gm25439	ENSMUSG00000088905.3	MGI:5455216	chr9	33828788	33828918	+
Gm27165	ENSMUSG00000099256.2	MGI:5521008	chr9	33842940	33843171	+
Gm27164	ENSMUSG00000098358.2	MGI:5521007	chr9	33853606	33918469	+
7630403G23Rik	ENSMUSG00000098758.2	MGI:1924369	chr9	33953665	33970315	+
Gm27161	ENSMUSG00000098909.2	MGI:5521004	chr9	34111524	34112085	+
Gm47858	ENSMUSG00000110925.2	MGI:6097071	chr9	34370477	34388352	+
Kirrel3	ENSMUSG00000032036.16	MGI:1914953	chr9	34397190	34948012	+
Gm38217	ENSMUSG00000103552.2	MGI:5611445	chr9	34433051	34433960	+
Kirrel3os	ENSMUSG00000053889.6	MGI:3045250	chr9	34829529	34840805	-
St3gal4	ENSMUSG00000032038.8	MGI:1316743	chr9	34957872	35030564	-
4930581F22Rik	ENSMUSG00000070315.13	MGI:1926184	chr9	35028024	35042218	+
Dcps	ENSMUSG00000032040.16	MGI:1916555	chr9	35035704	35087357	-
Gm24262	ENSMUSG00000119783.1	MGI:5454039	chr9	35055932	35056075	+
Tirap	ENSMUSG00000032041.16	MGI:2152213	chr9	35095847	35111587	-
Gm39318	ENSMUSG00000110774.2	MGI:5622203	chr9	35099959	35105113	+
Srpr	ENSMUSG00000032042.12	MGI:1914648	chr9	35111471	35159269	+
Foxred1	ENSMUSG00000039048.16	MGI:2446262	chr9	35115502	35122351	-
Fam118b	ENSMUSG00000050471.18	MGI:1924483	chr9	35128261	35179101	-
Rpusd4	ENSMUSG00000032044.5	MGI:1919239	chr9	35179161	35189027	+
4933422A05Rik	ENSMUSG00000111746.2	MGI:1918383	chr9	35192401	35196719	+
Gm5614	ENSMUSG00000066771.3	MGI:3644422	chr9	35192814	35193131	-
Gm33838	ENSMUSG00000111059.2	MGI:5592997	chr9	35213018	35218895	-
2610105M22Rik	ENSMUSG00000103259.2	MGI:1917703	chr9	35273257	35274409	-
Cdon	ENSMUSG00000038119.16	MGI:1926387	chr9	35332424	35418948	+
Gm25630	ENSMUSG00000065934.3	MGI:5455407	chr9	35386181	35386342	+
