read_id	pair_id	parent_a	chrom1	breakpoint1	strand1	parent_b	chrom2	breakpoint2	strand2	Chromosomal_Status	source_row	sample_id	assembly	source_id
759a6efb-9dee-4f62-b2ac-72da7bafc474	Gnai2:Rps19-ps6	Gnai2	chr9	107491323	-	Rps19-ps6	chr12	110864547	+	Interchromosomal	20759		GRCm39	supplementary_table_3
64fdf731-f109-4c2e-b80e-9139ec51923f	Uba7:Rpl34-ps1	Uba7	chr9	107861259	+	Rpl34-ps1	chr6	71101593	+	Interchromosomal	20760		GRCm39	supplementary_table_3
2acc097f-0789-49a8-af53-cf10f677bac9	Oas3:Gm6644	Oas3	chr5	120891162	-	Gm6644	chr1	55484183	-	Interchromosomal	20761		GRCm39	supplementary_table_3
8190fe5a-7bc2-4e9c-8ba6-8532a5a15902	Nlrp3:Ccl5	Nlrp3	chr11	59457782	+	Ccl5	chr11	83421344	-	Intrachromosomal	20762		GRCm39	supplementary_table_3
74066e74-2e63-4c2a-a879-30f67da31a75	Htatip2:Folr2	Htatip2	chr7	49423723	+	Folr2	chr7	101494524	-	Intrachromosomal	20763		GRCm39	supplementary_table_3
6828ec96-4b51-4197-b42c-3bc8c39d9c1c	Serpina3g:Folr2	Serpina3g	chr12	104208198	+	Folr2	chr7	101494524	-	Interchromosomal	20764		GRCm39	supplementary_table_3
13881951-d3b6-4760-b2c6-2eaf7b2b88a7	Pld4:Folr2	Pld4	chr12	112735424	+	Folr2	chr7	101494524	-	Interchromosomal	20765		GRCm39	supplementary_table_3
9bb3c024-4c64-4e1c-854a-b206783a06d7	Tpcn1:2510016D11Rik	Tpcn1	chr5	120691507	-	2510016D11Rik	chr5	120691104	-	Intrachromosomal	20766		GRCm39	supplementary_table_3
92bff6db-d1d9-4397-808b-5a54b8dd8fc5	Tpcn1:2510016D11Rik	Tpcn1	chr5	120691507	-	2510016D11Rik	chr5	120691104	-	Intrachromosomal	20767		GRCm39	supplementary_table_3
d00ffbdd-83fc-4b38-9307-95a3ec54a08d	Tpcn1:2510016D11Rik	Tpcn1	chr5	120691507	-	2510016D11Rik	chr5	120691104	-	Intrachromosomal	20768		GRCm39	supplementary_table_3
75d7bf22-1708-4281-bc47-676e5a25723a	Tpcn1:2510016D11Rik	Tpcn1	chr5	120691507	-	2510016D11Rik	chr5	120691104	-	Intrachromosomal	20769		GRCm39	supplementary_table_3
5f64d6ac-e42d-4397-ab7d-2c8c1e3b070d	Gng11:Lgals3	Gng11	chr6	4008445	+	Lgals3	chr14	47619052	+	Interchromosomal	20770		GRCm39	supplementary_table_3
39f26c8a-a09e-47e2-b0d8-4b5c1bddbaa8	Trir:Alas1	Trir	chr8	85756915	+	Alas1	chr9	106111396	-	Interchromosomal	20771		GRCm39	supplementary_table_3
55f272cf-5020-40cd-91c4-9c6981cd807e	Fcgr3:Alas1	Fcgr3	chr1	170878743	-	Alas1	chr9	106112749	-	Interchromosomal	20772		GRCm39	supplementary_table_3
4583e603-9d9d-48a1-9aec-1ce657e8abe7	Srxn1:Slamf7	Srxn1	chr2	151953296	+	Slamf7	chr1	171464968	-	Interchromosomal	20773		GRCm39	supplementary_table_3
d8465766-c685-4000-926e-1c1e893c08bf	Srxn1:Skap2	Srxn1	chr2	151953296	+	Skap2	chr6	51899320	-	Interchromosomal	20774		GRCm39	supplementary_table_3
3de24988-bf8e-4192-8848-e45e816c579f	Srxn1:B2m	Srxn1	chr2	151953296	+	B2m	chr2	121978166	+	Intrachromosomal	20775		GRCm39	supplementary_table_3
7ff65e8f-3afc-4c80-afa3-17f662d8d28e	Srxn1:Grcc10	Srxn1	chr2	151953296	+	Grcc10	chr6	124717658	-	Interchromosomal	20776		GRCm39	supplementary_table_3
eb34c216-ac71-4ac9-b5e9-cb6c2dbe8811	Arap1:Pde2a	Arap1	chr7	101060276	+	Pde2a	chr7	101100608	+	Intrachromosomal	20777		GRCm39	supplementary_table_3
e419e2a1-e1ed-477d-8b1b-f3cfc0c7cc02	Cyb5r4:Mthfsl	Cyb5r4	chr9	86904306	+	Mthfsl	chr9	88571038	-	Intrachromosomal	20778		GRCm39	supplementary_table_3
659ebcdd-2451-46e9-986e-2af97df0e553	Pebp1:Rac2	Pebp1	chr5	117420718	-	Rac2	chr15	78445685	-	Interchromosomal	20779		GRCm39	supplementary_table_3
d8702053-72b9-4fff-badf-5ac6ffc6a307	Pebp1:C1qb	Pebp1	chr5	117420718	-	C1qb	chr4	136609639	-	Interchromosomal	20780		GRCm39	supplementary_table_3
f5d95b37-884f-4819-bf4e-fc8f11312bd5	Frg2f1:Foxj3	Frg2f1	chr4	119395804	-	Foxj3	chr4	119417799	+	Intrachromosomal	20781		GRCm39	supplementary_table_3
a5b77280-d832-4255-93ac-05324d42cd4a	Eif3l:Wdr74	Eif3l	chr15	78978605	+	Wdr74	chr19	8715516	+	Interchromosomal	20782		GRCm39	supplementary_table_3
b9d5bcc0-cf3b-43b2-8a80-b6d4dd978905	Apmap:Creg1	Apmap	chr2	150424999	-	Creg1	chr1	165591314	+	Interchromosomal	20783		GRCm39	supplementary_table_3
277c4dbc-9804-4a93-a579-6e981d585de2	Atp1a1:Rplp2-ps1	Atp1a1	chr3	101483534	-	Rplp2-ps1	chr12	75678092	-	Interchromosomal	20784		GRCm39	supplementary_table_3
79587613-8427-4b25-9fc0-2d6e05cff63e	Ftl1:Lpcat2	Ftl1	chr7	45107367	-	Lpcat2	chr8	93599675	+	Interchromosomal	20785		GRCm39	supplementary_table_3
baa57894-8ad8-4e3e-baa8-0ac1ee01541d	Ccl5:AA467197	Ccl5	chr11	83416603	-	AA467197	chr2	122479991	+	Interchromosomal	20786		GRCm39	supplementary_table_3
b343af13-c904-4196-9fd4-3fd8fd07a317	Ccl5:AA467197	Ccl5	chr11	83416603	-	AA467197	chr2	122479769	+	Interchromosomal	20787		GRCm39	supplementary_table_3
50765685-6c91-47c2-aeac-16d4b9f0cf98	C1qc:AA467197	C1qc	chr4	136617114	-	AA467197	chr2	122479834	+	Interchromosomal	20788		GRCm39	supplementary_table_3
9b18975a-fcef-4863-a42e-6db5e2d988e9	Gskip:AA467197	Gskip	chr12	105669282	+	AA467197	chr2	122479991	+	Interchromosomal	20789		GRCm39	supplementary_table_3
635aed4d-3604-4ce1-90b4-e03432092487	Mfsd5:AA467197	Mfsd5	chr15	102190189	+	AA467197	chr2	122479991	+	Interchromosomal	20790		GRCm39	supplementary_table_3
b6ed3fdd-9763-4094-a5e1-ff50f817f712	Tmsb4x:AA467197	Tmsb4x	chrX	165990088	-	AA467197	chr2	122479991	+	Interchromosomal	20791		GRCm39	supplementary_table_3
bcd5f746-0847-4a44-bfbd-9bd309fc0451	Tmsb10:AA467197	Tmsb10	chr6	72934329	-	AA467197	chr2	122479991	+	Interchromosomal	20792		GRCm39	supplementary_table_3
a501154f-6add-43d1-a11f-01636c097b0d	Gm28437:AA467197	Gm28437	chr1	24652269	-	AA467197	chr2	122479991	+	Interchromosomal	20793		GRCm39	supplementary_table_3
8a2d46b6-2e22-4039-ad1a-17ffd36ba835	Grn:Rac2	Grn	chr11	102327635	+	Rac2	chr15	78445685	-	Interchromosomal	20794		GRCm39	supplementary_table_3
a18487bf-dc8c-4f80-acb0-1a20cc685516	H2-Aa:Rac2	H2-Aa	chr17	34501717	-	Rac2	chr15	78455003	-	Interchromosomal	20795		GRCm39	supplementary_table_3
985b90ce-01b8-49d2-99ac-d48c3ae2d134	Mta3:Rac2	Mta3	chr17	84100304	+	Rac2	chr15	78456983	-	Interchromosomal	20796		GRCm39	supplementary_table_3
4fb842ce-b657-4ab2-94de-4355bb4bf6aa	Rpl32:Rac2	Rpl32	chr6	115782472	-	Rac2	chr15	78449222	-	Interchromosomal	20797		GRCm39	supplementary_table_3
b71e9857-586c-4b06-9e69-3b99d74fdc5e	Rpl28-ps1:Rac2	Rpl28-ps1	chr1	127966719	+	Rac2	chr15	78456983	-	Interchromosomal	20798		GRCm39	supplementary_table_3
6d9f1a47-8718-4493-87af-c309853471e3	B2m:Rac2	B2m	chr2	121983564	+	Rac2	chr15	78446238	-	Interchromosomal	20799		GRCm39	supplementary_table_3
c656f0a1-2bf4-4631-ab60-73677a34c0c4	Rnf213:Rac2	Rnf213	chr11	119378244	+	Rac2	chr15	78456983	-	Interchromosomal	20800		GRCm39	supplementary_table_3
0ff5fd78-4ba9-4dab-9b65-9bb8a1a919f1	Gm15459:Rac2	Gm15459	chr5	5831614	-	Rac2	chr15	78446238	-	Interchromosomal	20801		GRCm39	supplementary_table_3
c69ba59a-5b7c-4afd-8f60-ea57211be44d	Gm36738:Rac2	Gm36738	chr15	78465684	-	Rac2	chr15	78455003	-	Intrachromosomal	20802		GRCm39	supplementary_table_3
679927af-3229-4e8d-b555-d18ef5df5822	H2-K1:Scaf11	H2-K1	chr17	34215026	-	Scaf11	chr15	96358724	-	Interchromosomal	20803		GRCm39	supplementary_table_3
84bb213c-cea3-453d-abb5-3d5353649d72	Szt2:Sipa1	Szt2	chr4	118219939	-	Sipa1	chr19	5702397	-	Interchromosomal	20804		GRCm39	supplementary_table_3
fe20cedd-c484-4b9a-831b-8049b227d7e4	Ccl5:Kctd17	Ccl5	chr11	83416603	-	Kctd17	chr15	78322686	+	Interchromosomal	20805		GRCm39	supplementary_table_3
ad7986b9-6ff8-48cc-b6fc-8d8dc03d7057	Mif:Saa3	Mif	chr10	75695186	-	Saa3	chr7	46365124	-	Interchromosomal	20806		GRCm39	supplementary_table_3
34c546b0-4f2e-4675-876f-77e123512dd3	Mif:Rps19	Mif	chr10	75695186	-	Rps19	chr7	24584876	+	Interchromosomal	20807		GRCm39	supplementary_table_3
b93212a5-0fdc-4c13-a6e4-b1175140de7d	Ogfr:Mif	Ogfr	chr2	180237629	+	Mif	chr10	75696074	-	Interchromosomal	20808		GRCm39	supplementary_table_3
26cc64b1-244f-4582-a3ff-8b1ad27c60a8	Ipo13:Ifi207	Ipo13	chr4	117751682	-	Ifi207	chr1	173551318	-	Interchromosomal	20809		GRCm39	supplementary_table_3
ee7de822-6feb-4963-b0b6-555aa094c289	B2m:Trim69	B2m	chr2	121978285	+	Trim69	chr2	121998035	+	Intrachromosomal	20810		GRCm39	supplementary_table_3
4640a4d2-d82b-472f-8f56-b05fce238794	Atp6v0b:Saa3	Atp6v0b	chr4	117741522	-	Saa3	chr7	46365124	-	Interchromosomal	20811		GRCm39	supplementary_table_3
db19dc54-f94f-4c72-9a85-224752300954	Atp6v0b:Hmgn1	Atp6v0b	chr4	117741522	-	Hmgn1	chr16	95928929	-	Interchromosomal	20812		GRCm39	supplementary_table_3
62451f6f-03b4-4234-9de9-a30f7c57dc68	Atp6v0b:Lilrb4a	Atp6v0b	chr4	117741522	-	Lilrb4a	chr10	51367113	+	Interchromosomal	20813		GRCm39	supplementary_table_3
ceaed274-8d9b-4818-8379-bf4da8c6ab9c	Frrs1:Ccl5	Frrs1	chr3	116697127	+	Ccl5	chr11	83421344	-	Interchromosomal	20814		GRCm39	supplementary_table_3
c0745127-f370-4ba4-9812-144997787ce9	Rpl7a-ps11:Eri3	Rpl7a-ps11	chrX	165638007	+	Eri3	chr4	117407561	+	Interchromosomal	20815		GRCm39	supplementary_table_3
674ad9f4-0bb8-401d-92f6-da90001bbaaa	Gtpbp6:Gm9844	Gtpbp6	chr5	110252375	-	Gm9844	chr7	24561637	+	Interchromosomal	20816		GRCm39	supplementary_table_3
40d09988-0b1f-4893-ade4-da35e4d81d47	Tagap:B2m	Tagap	chr17	8153729	+	B2m	chr2	121978166	+	Interchromosomal	20817		GRCm39	supplementary_table_3
9ea9d640-df8a-4a15-a975-89b92f4b5310	Gm12537:Fndc3a	Gm12537	chr4	57370952	-	Fndc3a	chr14	72790988	-	Interchromosomal	20818		GRCm39	supplementary_table_3
46c1c7fb-c823-4758-aaa5-53c205334ca7	Cryzl2:Ccl5	Cryzl2	chr1	157316630	+	Ccl5	chr11	83421344	-	Interchromosomal	20819		GRCm39	supplementary_table_3
acc38775-2d19-418e-a1b1-6f3cf3f890c0	Gsk3a:Cryzl2	Gsk3a	chr7	24927682	-	Cryzl2	chr1	157286146	+	Interchromosomal	20820		GRCm39	supplementary_table_3
57b9250d-ca04-4349-a065-7788b7e5d103	Idua:Ccl5	Idua	chr5	108832418	+	Ccl5	chr11	83416890	-	Interchromosomal	20821		GRCm39	supplementary_table_3
f8ab439f-9066-4623-a951-6c77655b941d	Creg1:Gtf2a2	Creg1	chr1	165602877	+	Gtf2a2	chr9	69919831	+	Interchromosomal	20822		GRCm39	supplementary_table_3
6d72fa57-226d-47ad-9752-c1da2d5fd5f2	Oaz1:Znrf1	Oaz1	chr10	80665124	+	Znrf1	chr8	112345837	+	Interchromosomal	20823		GRCm39	supplementary_table_3
25a931aa-a142-4a90-9911-4cf2bac21022	Igf2bp2:Pgk1	Igf2bp2	chr16	21939946	-	Pgk1	chrX	105246044	+	Interchromosomal	20824		GRCm39	supplementary_table_3
8e8fbcd5-6389-48fa-86ae-7ddcba79961d	Reep4:Tspo	Reep4	chr14	70786373	+	Tspo	chr15	83447792	+	Interchromosomal	20825		GRCm39	supplementary_table_3
7ac9fea5-3ab2-4289-b194-4c222e1b6b71	Rfwd3:H2-Aa	Rfwd3	chr8	111997575	-	H2-Aa	chr17	34506797	-	Interchromosomal	20826		GRCm39	supplementary_table_3
2f70ab31-b8fb-46d4-ab55-e450dc66f07a	Calhm6:Spr	Calhm6	chr10	34002062	-	Spr	chr6	85114748	-	Interchromosomal	20827		GRCm39	supplementary_table_3
ee2330ec-cdb5-41e1-9d1f-e0f5fd4ef709	Tlr13:Pgk1	Tlr13	chrX	105191219	+	Pgk1	chrX	105235612	+	Intrachromosomal	20828		GRCm39	supplementary_table_3
4f037212-0f9b-4402-82d8-72b3d0581ac4	Ldha:Tubgcp5	Ldha	chr7	46505051	+	Tubgcp5	chr7	55479078	+	Intrachromosomal	20829		GRCm39	supplementary_table_3
61054144-20d0-426c-8324-22a53c6476c2	Ppp1r16a:Ccl5	Ppp1r16a	chr15	76579119	+	Ccl5	chr11	83421344	-	Interchromosomal	20830		GRCm39	supplementary_table_3
4b1673cc-7a18-486d-846c-d1eb6116b144	Saa3:Lgals3bp	Saa3	chr7	46361421	-	Lgals3bp	chr11	118289078	-	Interchromosomal	20831		GRCm39	supplementary_table_3
1f74b453-500c-49f5-b7a2-54af89f13b9f	Lgals3bp:Saa3	Lgals3bp	chr11	118283576	-	Saa3	chr7	46365124	-	Interchromosomal	20832		GRCm39	supplementary_table_3
430aa025-88f3-4ee8-b607-9c308024ef07	Saa3:Lgals3bp	Saa3	chr7	46361421	-	Lgals3bp	chr11	118284948	-	Interchromosomal	20833		GRCm39	supplementary_table_3
5690d8d0-e1f7-4d71-9d17-cce233e15781	Lgals3bp:Oaz1-ps	Lgals3bp	chr11	118283576	-	Oaz1-ps	chr17	17566402	-	Interchromosomal	20834		GRCm39	supplementary_table_3
d486d05b-308a-4ccf-aa5d-ddd7166dbb4f	Lgals3bp:Rpl18a	Lgals3bp	chr11	118283576	-	Rpl18a	chr8	71350056	-	Interchromosomal	20835		GRCm39	supplementary_table_3
fd28fa75-54a4-4f81-9b8e-972d24f8860e	Lgals3bp:Arf2	Lgals3bp	chr11	118283576	-	Arf2	chr11	103859904	+	Intrachromosomal	20836		GRCm39	supplementary_table_3
26c5dd17-6ec9-497e-a9a3-7c8d5cb2b01a	Lgals3bp:Rps12-ps3	Lgals3bp	chr11	118283576	-	Rps12-ps3	chr19	59310802	+	Interchromosomal	20837		GRCm39	supplementary_table_3
62f6546d-2626-4d4a-a16e-9ebfe5d66d67	Lgals3bp:H2-D1	Lgals3bp	chr11	118283576	-	H2-D1	chr17	35484759	+	Interchromosomal	20838		GRCm39	supplementary_table_3
cda04120-a554-43bd-8324-177fe34264b0	Lgals3bp:Gbp4	Lgals3bp	chr11	118283576	-	Gbp4	chr5	105283056	-	Interchromosomal	20839		GRCm39	supplementary_table_3
73a3644b-7e35-47da-82de-68b38146ab7b	Lgals3bp:Gm3788	Lgals3bp	chr11	118283576	-	Gm3788	chr3	86579475	-	Interchromosomal	20840		GRCm39	supplementary_table_3
89a72cd1-ef75-4108-b568-e49868363ee4	Lgals3bp:Gm28437	Lgals3bp	chr11	118283576	-	Gm28437	chr1	24653052	-	Interchromosomal	20841		GRCm39	supplementary_table_3
1dc9b2a4-fa74-4c6a-93d9-2a24d7b6beb2	Usp36:Ctss	Usp36	chr11	118150476	-	Ctss	chr3	95457363	+	Interchromosomal	20842		GRCm39	supplementary_table_3
71b7d659-ff47-45a7-86c5-538d6961739c	Chmp2a:Lgals3	Chmp2a	chr7	12766215	-	Lgals3	chr14	47616979	+	Interchromosomal	20843		GRCm39	supplementary_table_3
66700456-58a3-4f5a-bfa0-a3d3335803d1	Eif1:Gde1	Eif1	chr11	100212922	+	Gde1	chr7	118305001	-	Interchromosomal	20844		GRCm39	supplementary_table_3
40a6c531-a477-4d1f-b14d-bdee27910337	Ch25h:Gde1	Ch25h	chr19	34451177	-	Gde1	chr7	118297953	-	Interchromosomal	20845		GRCm39	supplementary_table_3
aac29ed1-adc6-46e9-bd7b-6e20fb40778d	Ftl1:Gde1	Ftl1	chr7	45107367	-	Gde1	chr7	118305001	-	Intrachromosomal	20846		GRCm39	supplementary_table_3
9d1f818e-ed79-46b7-b176-3a0c54280554	Gm15772:Gde1	Gm15772	chr5	3286868	+	Gde1	chr7	118305001	-	Interchromosomal	20847		GRCm39	supplementary_table_3
7d22bd27-4420-4fef-ab5b-96bc0f4fafe6	B2m:Parl	B2m	chr2	121983564	+	Parl	chr16	20098835	-	Interchromosomal	20848		GRCm39	supplementary_table_3
fd936552-ba97-4320-ac24-98bd79b37d8a	Parl:Gm14586	Parl	chr16	20098567	-	Gm14586	chrX	51861626	-	Interchromosomal	20849		GRCm39	supplementary_table_3
d5ccae02-f0e3-479a-bb66-1cfaf8616d03	Ninj1:Brk1	Ninj1	chr13	49349720	+	Brk1	chr6	113581732	+	Interchromosomal	20850		GRCm39	supplementary_table_3
59adec8f-ca74-41a0-b1f8-ba85e3ed789f	Gm44199:Brk1	Gm44199	chr6	113588027	-	Brk1	chr6	113592736	+	Intrachromosomal	20851		GRCm39	supplementary_table_3
1d50a43c-7d81-415a-9b20-206309aadcb4	Ppp3r1:Trex1	Ppp3r1	chr11	17150375	+	Trex1	chr9	108887996	-	Interchromosomal	20852		GRCm39	supplementary_table_3
508722e3-81f9-4096-be40-d7916f07e4b6	Dnah17:Tspo	Dnah17	chr11	117915419	-	Tspo	chr15	83455585	+	Interchromosomal	20853		GRCm39	supplementary_table_3
8433942a-73ad-4deb-bc83-c3d82bfee5a0	Glipr1:Cct2	Glipr1	chr10	111821359	-	Cct2	chr10	116893182	-	Intrachromosomal	20854		GRCm39	supplementary_table_3
8c5b4d3b-ce3b-4dfe-bb46-51e161876592	H2-Q6:Hdlbp	H2-Q6	chr17	35647358	+	Hdlbp	chr1	93348937	-	Interchromosomal	20855		GRCm39	supplementary_table_3
aaaa2dc0-f9b5-44c2-be06-f5d37813f0bc	Slamf8:Vav1	Slamf8	chr1	172409324	-	Vav1	chr17	57586099	+	Interchromosomal	20856		GRCm39	supplementary_table_3
833bcc45-fda8-46d1-9889-836a159773c2	Srsf2:Gm14303	Srsf2	chr11	116740869	-	Gm14303	chr2	172351611	-	Interchromosomal	20857		GRCm39	supplementary_table_3
8079638d-ca47-4075-876a-1b8a53284f19	Zbed5:Nupr1l	Zbed5	chr5	129929336	+	Nupr1l	chr5	129939738	+	Intrachromosomal	20858		GRCm39	supplementary_table_3
d18392d8-b707-4d97-bbfc-0aeea2eb3224	Lsm3:C1qb	Lsm3	chr6	91499607	+	C1qb	chr4	136613498	-	Interchromosomal	20859		GRCm39	supplementary_table_3
a1d6487e-b323-46a9-913d-fb066fdc39a6	Cxcl10:Gas2l1	Cxcl10	chr5	92494496	-	Gas2l1	chr11	5011817	-	Interchromosomal	20860		GRCm39	supplementary_table_3
a0513ad2-bd67-450a-9a3d-f8714943a56a	Actg1:Gas2l1	Actg1	chr11	120236515	-	Gas2l1	chr11	5015327	-	Intrachromosomal	20861		GRCm39	supplementary_table_3
3f81ed75-d5bb-4742-9672-b33c0a78067e	Lrrc25:Chchd4	Lrrc25	chr8	71074133	+	Chchd4	chr6	91450528	-	Interchromosomal	20862		GRCm39	supplementary_table_3
87966880-b63d-4e58-b090-af23f7d00026	Lyz2:Golgb1	Lyz2	chr10	117113235	-	Golgb1	chr16	36751920	+	Interchromosomal	20863		GRCm39	supplementary_table_3
6e046896-32a9-48d7-8f65-cf31dbe35cb3	Slc25a37:Rps15	Slc25a37	chr14	69479296	-	Rps15	chr10	80128608	+	Interchromosomal	20864		GRCm39	supplementary_table_3
1ccd0cc8-6cca-445e-841a-e97382acaa46	Slc25a37:Gm27177	Slc25a37	chr14	69509660	-	Gm27177	chr14	69877723	-	Intrachromosomal	20865		GRCm39	supplementary_table_3
536919ca-dcc2-49b0-b56e-d7c07b29a5fd	Isg15:Jdp2	Isg15	chr4	156283911	-	Jdp2	chr12	85646189	+	Interchromosomal	20866		GRCm39	supplementary_table_3
33865ffa-3a78-40ed-9d13-33df399e21d5	Bst2:Jdp2	Bst2	chr8	71986898	-	Jdp2	chr12	85685546	+	Interchromosomal	20867		GRCm39	supplementary_table_3
78ad02c2-e042-41fc-a4f8-0292b3c0cedd	Dnajc17:Eef1a1	Dnajc17	chr2	119002980	-	Eef1a1	chr9	78387970	-	Interchromosomal	20868		GRCm39	supplementary_table_3
64adbdd8-ead3-470c-8771-3904732e3357	Grn:Wbp2	Grn	chr11	102327635	+	Wbp2	chr11	115977821	-	Intrachromosomal	20869		GRCm39	supplementary_table_3
3c77ef18-8c4a-452c-b93a-f3009c96e718	Wbp2:Rpl23	Wbp2	chr11	115969398	-	Rpl23	chr11	97672715	-	Intrachromosomal	20870		GRCm39	supplementary_table_3
c09c06ad-b079-45a8-af17-5d4cca113de4	Gm28437:Ube2f	Gm28437	chr1	24652269	-	Ube2f	chr1	91181936	+	Intrachromosomal	20871		GRCm39	supplementary_table_3
b87016a7-8a8d-4c4f-ab68-ff3abee37edc	Cpne2:H2-K1	Cpne2	chr8	95297159	+	H2-K1	chr17	34218977	-	Interchromosomal	20872		GRCm39	supplementary_table_3
df49ed7a-89a7-43db-a45b-6c4fd00e4706	Tulp4:Ppp1r2-ps6	Tulp4	chr17	6291478	+	Ppp1r2-ps6	chr17	6304177	+	Intrachromosomal	20873		GRCm39	supplementary_table_3
0abc827b-5b27-49ae-b1bb-a350f1945c0c	Parp14:Isg15	Parp14	chr16	35653243	-	Isg15	chr4	156285253	-	Interchromosomal	20874		GRCm39	supplementary_table_3
5f750be3-aff8-4747-bd6f-3ab144c767bc	Elf2:Parp14	Elf2	chr3	51163085	-	Parp14	chr16	35659765	-	Interchromosomal	20875		GRCm39	supplementary_table_3
7facae93-8b4f-4403-8c95-1e3f951e2dd5	Parp14:Gm49728	Parp14	chr16	35653243	-	Gm49728	chr16	35652631	-	Intrachromosomal	20876		GRCm39	supplementary_table_3
481ab31e-3f18-4aed-ac33-523a1f8cdf7d	Ifit1:Ccl5	Ifit1	chr19	34627409	+	Ccl5	chr11	83421344	-	Interchromosomal	20877		GRCm39	supplementary_table_3
4f825934-ba4c-401f-b235-8c331d1e93cb	Ifit1:Ccl5	Ifit1	chr19	34627409	+	Ccl5	chr11	83421344	-	Interchromosomal	20878		GRCm39	supplementary_table_3
db81a2a4-10e3-4ecf-97d1-c1639fae4d5f	Ifit1:Ccl5	Ifit1	chr19	34627409	+	Ccl5	chr11	83421344	-	Interchromosomal	20879		GRCm39	supplementary_table_3
cfe44120-f229-4d77-ba23-012904103588	Ifit1:Rpl15-ps3	Ifit1	chr19	34627409	+	Rpl15-ps3	chr9	22097517	-	Interchromosomal	20880		GRCm39	supplementary_table_3
c17ebddb-6b31-4f1c-b3c6-66b29fd125f7	Pepd:Ifit1	Pepd	chr7	34744133	+	Ifit1	chr19	34618270	+	Interchromosomal	20881		GRCm39	supplementary_table_3
544c338d-4bbe-45a1-be20-843cf49e235d	Ifit1:Selenbp1	Ifit1	chr19	34627409	+	Selenbp1	chr3	94840366	+	Interchromosomal	20882		GRCm39	supplementary_table_3
9b9e3c0c-a2d7-4969-9f4f-7356f7fbf20b	Ifit1:Gm30881	Ifit1	chr19	34627409	+	Gm30881	chr16	93629907	-	Interchromosomal	20883		GRCm39	supplementary_table_3
ea89c8d0-0e28-4378-9269-7f00e87ac1a0	Ubl7:Snx2	Ubl7	chr9	57837249	+	Snx2	chr18	53351360	+	Interchromosomal	20884		GRCm39	supplementary_table_3
6c8da4f8-fa78-48e5-8108-e2679ad049be	H2-Aa:Atp5h	H2-Aa	chr17	34501717	-	Atp5h	chr11	115309342	-	Interchromosomal	20885		GRCm39	supplementary_table_3
1c59c362-1ddb-41d5-befd-1014cab8f40f	Ftl1:Atp5h	Ftl1	chr7	45107367	-	Atp5h	chr11	115309376	-	Interchromosomal	20886		GRCm39	supplementary_table_3
6651c159-ae4f-4947-8348-7e92d74c3d1b	Atp5h:Gm42674	Atp5h	chr11	115306514	-	Gm42674	chr3	90512303	+	Interchromosomal	20887		GRCm39	supplementary_table_3
1453ac05-d1e1-40f0-9739-928c2577b391	Ppm1h:Ccl5	Ppm1h	chr10	122781700	+	Ccl5	chr11	83421344	-	Interchromosomal	20888		GRCm39	supplementary_table_3
71dde3da-c49e-465b-9c20-41966ceb26aa	Themis2:Ppm1h	Themis2	chr4	132509153	-	Ppm1h	chr10	122514686	+	Interchromosomal	20889		GRCm39	supplementary_table_3
77ea045f-b7ae-42b5-a94f-ce4c2561579c	Cd300ld:Saa3	Cd300ld	chr11	114873099	-	Saa3	chr7	46365124	-	Interchromosomal	20890		GRCm39	supplementary_table_3
d4b2fe6c-e8d3-4cc7-a43f-c848ac3b38b0	Pgk1-rs7:Cd300a	Pgk1-rs7	chr12	10948985	-	Cd300a	chr11	114790578	+	Interchromosomal	20891		GRCm39	supplementary_table_3
3d316708-818b-470e-bd9c-5f8a56695334	Gns:Saa3	Gns	chr10	121233150	+	Saa3	chr7	46365124	-	Interchromosomal	20892		GRCm39	supplementary_table_3
22c86309-e6dc-443b-aca5-db44ae88792d	Gns:Rcc1l	Gns	chr10	121233150	+	Rcc1l	chr5	134205613	-	Interchromosomal	20893		GRCm39	supplementary_table_3
0b3b566f-4e62-46c0-9b17-a431a710a45e	Rps21:Grn	Rps21	chr2	179900238	+	Grn	chr11	102323790	+	Interchromosomal	20894		GRCm39	supplementary_table_3
49e0135e-ff47-4b2f-8932-f226332554a4	Kcnn4:Grn	Kcnn4	chr7	24084630	+	Grn	chr11	102325225	+	Interchromosomal	20895		GRCm39	supplementary_table_3
c1a71c34-3651-4124-b4ef-8ec0e4fa1612	Grn:Rps16-ps2	Grn	chr11	102327635	+	Rps16-ps2	chr5	129205581	-	Interchromosomal	20896		GRCm39	supplementary_table_3
cc44a651-745d-44a8-86b1-f41065a62faa	Grn:Pgk1	Grn	chr11	102327635	+	Pgk1	chrX	105237961	+	Interchromosomal	20897		GRCm39	supplementary_table_3
ad9f724e-3184-4d8e-9fc6-64987f8e2579	Rps6-ps4:Grn	Rps6-ps4	chr2	75021416	-	Grn	chr11	102326534	+	Interchromosomal	20898		GRCm39	supplementary_table_3
f977deb1-9db1-4bd6-bd74-9b54ce25b89b	Gm5559:Grn	Gm5559	chr5	96010574	+	Grn	chr11	102324050	+	Interchromosomal	20899		GRCm39	supplementary_table_3
a84b8c16-1ff6-4dd0-8646-4a8e240e486b	Nostrin:Rpl36a-ps2	Nostrin	chr2	69019674	+	Rpl36a-ps2	chr3	145584774	+	Interchromosomal	20900		GRCm39	supplementary_table_3
