protein_id	pair	arm	gene	gene_id	transcript_id	chromosome	strand	exon_id	exon_number	exon_start_1	exon_end_1	coding_nt_start_1	coding_nt_end_1	coding_bases	aa_start_1	aa_end_1	source_row	source_line
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000165684.8	chr10	-	ENSMUSE00000100923.2	7	79735931	79736086	302	457	156	101	153	1082574	"chr10	HAVANA	exon	79735931	79736086	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000165684.8""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-204""; exon_number 7; exon_id ""ENSMUSE00000100923.2""; level 2; protein_id ""ENSMUSP00000129375.2""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS23996.2""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089795.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000165684.8	chr10	-	ENSMUSE00000314867.2	8	79735035	79735243	458	666	209	153	222	1082576	"chr10	HAVANA	exon	79735035	79735243	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000165684.8""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-204""; exon_number 8; exon_id ""ENSMUSE00000314867.2""; level 2; protein_id ""ENSMUSP00000129375.2""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS23996.2""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089795.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000165684.8	chr10	-	ENSMUSE00001222805.2	9	79734731	79734937	667	873	207	223	291	1082578	"chr10	HAVANA	exon	79734731	79734937	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000165684.8""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-204""; exon_number 9; exon_id ""ENSMUSE00001222805.2""; level 2; protein_id ""ENSMUSP00000129375.2""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS23996.2""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089795.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000165684.8	chr10	-	ENSMUSE00001251141.2	10	79734070	79734280	874	1084	211	292	362	1082580	"chr10	HAVANA	exon	79734070	79734280	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000165684.8""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-204""; exon_number 10; exon_id ""ENSMUSE00001251141.2""; level 2; protein_id ""ENSMUSP00000129375.2""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS23996.2""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089795.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000165684.8	chr10	-	ENSMUSE00000100919.2	11	79733399	79733532	1085	1218	134	362	406	1082582	"chr10	HAVANA	exon	79733399	79733532	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000165684.8""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-204""; exon_number 11; exon_id ""ENSMUSE00000100919.2""; level 2; protein_id ""ENSMUSP00000129375.2""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS23996.2""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089795.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000165684.8	chr10	-	ENSMUSE00000314789.2	12	79732593	79732785	1219	1411	193	407	471	1082584	"chr10	HAVANA	exon	79732593	79732785	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000165684.8""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-204""; exon_number 12; exon_id ""ENSMUSE00000314789.2""; level 2; protein_id ""ENSMUSP00000129375.2""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS23996.2""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089795.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000165684.8	chr10	-	ENSMUSE00000413862.2	13	79732182	79732398	1412	1628	217	471	543	1082586	"chr10	HAVANA	exon	79732182	79732398	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000165684.8""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-204""; exon_number 13; exon_id ""ENSMUSE00000413862.2""; level 2; protein_id ""ENSMUSP00000129375.2""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS23996.2""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089795.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000165684.8	chr10	-	ENSMUSE00000365582.3	14	79731461	79731544	1629	1712	84	543	571	1082588	"chr10	HAVANA	exon	79731461	79731544	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000165684.8""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-204""; exon_number 14; exon_id ""ENSMUSE00000365582.3""; level 2; protein_id ""ENSMUSP00000129375.2""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS23996.2""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089795.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000165684.8	chr10	-	ENSMUSE00000883794.2	15	79730769	79731244	1713	1836	124	571	612	1082590	"chr10	HAVANA	exon	79730769	79731244	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000165684.8""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-204""; exon_number 15; exon_id ""ENSMUSE00000883794.2""; level 2; protein_id ""ENSMUSP00000129375.2""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS23996.2""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089795.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000170375.2	chr10	-	ENSMUSE00000877532.2	1	79735035	79735519	458	666	209	153	222	1082596	"chr10	HAVANA	exon	79735035	79735519	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000170375.2""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""retained_intron""; transcript_name ""Med16-206""; exon_number 1; exon_id ""ENSMUSE00000877532.2""; level 2; transcript_support_level ""2""; mgi_id ""MGI:2158394""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089810.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000170375.2	chr10	-	ENSMUSE00001226542.2	2	79734731	79734937	667	873	207	223	291	1082597	"chr10	HAVANA	exon	79734731	79734937	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000170375.2""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""retained_intron""; transcript_name ""Med16-206""; exon_number 2; exon_id ""ENSMUSE00001226542.2""; level 2; transcript_support_level ""2""; mgi_id ""MGI:2158394""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089810.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000170375.2	chr10	-	ENSMUSE00001305054.2	3	79734070	79734280	874	1084	211	292	362	1082598	"chr10	HAVANA	exon	79734070	79734280	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000170375.2""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""retained_intron""; transcript_name ""Med16-206""; exon_number 3; exon_id ""ENSMUSE00001305054.2""; level 2; transcript_support_level ""2""; mgi_id ""MGI:2158394""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089810.1"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000040260.11	chr3	+	ENSMUSE00001352687.2	3	116671883	116672099	1	196	196	1	66	336571	"chr3	HAVANA	exon	116671883	116672099	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000040260.11""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""protein_coding""; transcript_name ""Frrs1-201""; exon_number 3; exon_id ""ENSMUSE00001352687.2""; level 2; protein_id ""ENSMUSP00000039487.7""; transcript_support_level ""1""; mgi_id ""MGI:108076""; tag ""alternative_5_UTR""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS17792.1""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135306.2"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000040260.11	chr3	+	ENSMUSE00000323278.4	4	116674416	116674552	197	333	137	66	111	336574	"chr3	HAVANA	exon	116674416	116674552	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000040260.11""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""protein_coding""; transcript_name ""Frrs1-201""; exon_number 4; exon_id ""ENSMUSE00000323278.4""; level 2; protein_id ""ENSMUSP00000039487.7""; transcript_support_level ""1""; mgi_id ""MGI:108076""; tag ""alternative_5_UTR""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS17792.1""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135306.2"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000040260.11	chr3	+	ENSMUSE00000323273.4	5	116675407	116675501	334	428	95	112	143	336576	"chr3	HAVANA	exon	116675407	116675501	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000040260.11""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""protein_coding""; transcript_name ""Frrs1-201""; exon_number 5; exon_id ""ENSMUSE00000323273.4""; level 2; protein_id ""ENSMUSP00000039487.7""; transcript_support_level ""1""; mgi_id ""MGI:108076""; tag ""alternative_5_UTR""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS17792.1""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135306.2"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000040260.11	chr3	+	ENSMUSE00000323268.4	6	116676698	116676845	429	576	148	143	192	336578	"chr3	HAVANA	exon	116676698	116676845	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000040260.11""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""protein_coding""; transcript_name ""Frrs1-201""; exon_number 6; exon_id ""ENSMUSE00000323268.4""; level 2; protein_id ""ENSMUSP00000039487.7""; transcript_support_level ""1""; mgi_id ""MGI:108076""; tag ""alternative_5_UTR""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS17792.1""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135306.2"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000040260.11	chr3	+	ENSMUSE00000323260.4	7	116678756	116678938	577	759	183	193	253	336580	"chr3	HAVANA	exon	116678756	116678938	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000040260.11""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""protein_coding""; transcript_name ""Frrs1-201""; exon_number 7; exon_id ""ENSMUSE00000323260.4""; level 2; protein_id ""ENSMUSP00000039487.7""; transcript_support_level ""1""; mgi_id ""MGI:108076""; tag ""alternative_5_UTR""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS17792.1""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135306.2"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000199626.2	chr3	+	ENSMUSE00001352687.2	3	116671883	116672099	1	196	196	1	66	336610	"chr3	HAVANA	exon	116671883	116672099	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000199626.2""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""nonsense_mediated_decay""; transcript_name ""Frrs1-206""; exon_number 3; exon_id ""ENSMUSE00001352687.2""; level 2; protein_id ""ENSMUSP00000143546.2""; transcript_support_level ""2""; mgi_id ""MGI:108076""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135086.3"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000199626.2	chr3	+	ENSMUSE00001355122.2	4	116678756	116678938	577	759	183	193	253	336613	"chr3	HAVANA	exon	116678756	116678938	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000199626.2""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""nonsense_mediated_decay""; transcript_name ""Frrs1-206""; exon_number 4; exon_id ""ENSMUSE00001355122.2""; level 2; protein_id ""ENSMUSP00000143546.2""; transcript_support_level ""2""; mgi_id ""MGI:108076""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135086.3"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000195905.5	chr3	+	ENSMUSE00000347028.5	1	116671876	116672099	1	196	196	1	66	336623	"chr3	HAVANA	exon	116671876	116672099	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000195905.5""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""protein_coding""; transcript_name ""Frrs1-202""; exon_number 1; exon_id ""ENSMUSE00000347028.5""; level 2; protein_id ""ENSMUSP00000143255.2""; transcript_support_level ""5""; mgi_id ""MGI:108076""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS17792.1""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135087.4"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000195905.5	chr3	+	ENSMUSE00000323278.4	2	116674416	116674552	197	333	137	66	111	336626	"chr3	HAVANA	exon	116674416	116674552	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000195905.5""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""protein_coding""; transcript_name ""Frrs1-202""; exon_number 2; exon_id ""ENSMUSE00000323278.4""; level 2; protein_id ""ENSMUSP00000143255.2""; transcript_support_level ""5""; mgi_id ""MGI:108076""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS17792.1""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135087.4"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000195905.5	chr3	+	ENSMUSE00000323273.4	3	116675407	116675501	334	428	95	112	143	336628	"chr3	HAVANA	exon	116675407	116675501	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000195905.5""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""protein_coding""; transcript_name ""Frrs1-202""; exon_number 3; exon_id ""ENSMUSE00000323273.4""; level 2; protein_id ""ENSMUSP00000143255.2""; transcript_support_level ""5""; mgi_id ""MGI:108076""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS17792.1""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135087.4"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000195905.5	chr3	+	ENSMUSE00000323268.4	4	116676698	116676845	429	576	148	143	192	336630	"chr3	HAVANA	exon	116676698	116676845	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000195905.5""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""protein_coding""; transcript_name ""Frrs1-202""; exon_number 4; exon_id ""ENSMUSE00000323268.4""; level 2; protein_id ""ENSMUSP00000143255.2""; transcript_support_level ""5""; mgi_id ""MGI:108076""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS17792.1""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135087.4"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	left	Frrs1	ENSMUSG00000033386.11	ENSMUST00000195905.5	chr3	+	ENSMUSE00000323260.4	5	116678756	116678938	577	759	183	193	253	336632	"chr3	HAVANA	exon	116678756	116678938	.	+	.	gene_id ""ENSMUSG00000033386.11""; transcript_id ""ENSMUST00000195905.5""; gene_type ""protein_coding""; gene_name ""Frrs1""; transcript_type ""protein_coding""; transcript_name ""Frrs1-202""; exon_number 5; exon_id ""ENSMUSE00000323260.4""; level 2; protein_id ""ENSMUSP00000143255.2""; transcript_support_level ""5""; mgi_id ""MGI:108076""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS17792.1""; havana_gene ""OTTMUSG00000054477.6""; havana_transcript ""OTTMUST00000135087.4"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	right	Gm10419	ENSMUSG00000072769.7	ENSMUST00000196693.5	chr5	+	ENSMUSE00001354275.2	4	108518653	108520673	759	933	175	253	311	530219	"chr5	HAVANA	exon	108518653	108520673	.	+	.	gene_id ""ENSMUSG00000072769.7""; transcript_id ""ENSMUST00000196693.5""; gene_type ""lncRNA""; gene_name ""Gm10419""; transcript_type ""lncRNA""; transcript_name ""Gm10419-202""; exon_number 4; exon_id ""ENSMUSE00001354275.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:3642823""; tag ""basic""; havana_gene ""OTTMUSG00000053972.1""; havana_transcript ""OTTMUST00000134191.1"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	right	Gm10419	ENSMUSG00000072769.7	ENSMUST00000198585.2	chr5	+	ENSMUSE00001350237.2	3	108520082	108523739	760	933	174	254	311	530223	"chr5	HAVANA	exon	108520082	108523739	.	+	.	gene_id ""ENSMUSG00000072769.7""; transcript_id ""ENSMUST00000198585.2""; gene_type ""lncRNA""; gene_name ""Gm10419""; transcript_type ""lncRNA""; transcript_name ""Gm10419-204""; exon_number 3; exon_id ""ENSMUSE00001350237.2""; level 2; transcript_support_level ""2""; mgi_id ""MGI:3642823""; tag ""basic""; havana_gene ""OTTMUSG00000053972.1""; havana_transcript ""OTTMUST00000134192.1"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	right	Gm10419	ENSMUSG00000072769.7	ENSMUST00000100944.7	chr5	+	ENSMUSE00000651411.3	3	108520082	108520274	760	933	174	254	311	530227	"chr5	HAVANA	exon	108520082	108520274	.	+	.	gene_id ""ENSMUSG00000072769.7""; transcript_id ""ENSMUST00000100944.7""; gene_type ""lncRNA""; gene_name ""Gm10419""; transcript_type ""lncRNA""; transcript_name ""Gm10419-201""; exon_number 3; exon_id ""ENSMUSE00000651411.3""; level 2; transcript_support_level ""2""; mgi_id ""MGI:3642823""; tag ""basic""; havana_gene ""OTTMUSG00000053972.1""; havana_transcript ""OTTMUST00000134193.1"";"
protein_ba9e33a93c212f326346c5d15a338f66591107785bb384386e0f27d26b2b64c4	Frrs1 → Gm10419	right	Gm10419	ENSMUSG00000072769.7	ENSMUST00000199724.2	chr5	+	ENSMUSE00000651411.3	2	108520082	108520274	760	933	174	254	311	530232	"chr5	HAVANA	exon	108520082	108520274	.	+	.	gene_id ""ENSMUSG00000072769.7""; transcript_id ""ENSMUST00000199724.2""; gene_type ""lncRNA""; gene_name ""Gm10419""; transcript_type ""lncRNA""; transcript_name ""Gm10419-205""; exon_number 2; exon_id ""ENSMUSE00000651411.3""; level 2; transcript_support_level ""3""; mgi_id ""MGI:3642823""; havana_gene ""OTTMUSG00000053972.1""; havana_transcript ""OTTMUST00000134194.1"";"
protein_1be097e6870c1cf0730492a3b988a24d343956ed810eb5ba6021075fddda67d4	Rn18s-rs5 → Lgals1	left	Rn18s-rs5	ENSMUSG00000119584.1	ENSMUST00000240377.1	chr17	+	ENSMUSE00011466798.2	1	40157244	40159092	1	31	31	1	11	1649825	"chr17	HAVANA	exon	40157244	40159092	.	+	.	gene_id ""ENSMUSG00000119584.1""; transcript_id ""ENSMUST00000240377.1""; gene_type ""rRNA""; gene_name ""Rn18s-rs5""; transcript_type ""rRNA""; transcript_name ""Rn18s-rs5-201""; exon_number 1; exon_id ""ENSMUSE00011466798.2""; level 2; mgi_id ""MGI:107222""; tag ""basic""; havana_gene ""OTTMUSG00000053277.2""; havana_transcript ""OTTMUST00000133068.2"";"
protein_1be097e6870c1cf0730492a3b988a24d343956ed810eb5ba6021075fddda67d4	Rn18s-rs5 → Lgals1	right	Lgals1	ENSMUSG00000068220.7	ENSMUST00000089377.6	chr15	+	ENSMUSE00000557883.5	1	78810925	78811004	32	99	68	11	33	1491562	"chr15	HAVANA	exon	78810925	78811004	.	+	.	gene_id ""ENSMUSG00000068220.7""; transcript_id ""ENSMUST00000089377.6""; gene_type ""protein_coding""; gene_name ""Lgals1""; transcript_type ""protein_coding""; transcript_name ""Lgals1-201""; exon_number 1; exon_id ""ENSMUSE00000557883.5""; level 2; protein_id ""ENSMUSP00000086795.6""; transcript_support_level ""1""; mgi_id ""MGI:96777""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS27628.1""; havana_gene ""OTTMUSG00000070759.1""; havana_transcript ""OTTMUST00000170976.1"";"
protein_1be097e6870c1cf0730492a3b988a24d343956ed810eb5ba6021075fddda67d4	Rn18s-rs5 → Lgals1	right	Lgals1	ENSMUSG00000068220.7	ENSMUST00000089377.6	chr15	+	ENSMUSE00000557882.2	2	78812170	78812249	100	179	80	34	60	1491565	"chr15	HAVANA	exon	78812170	78812249	.	+	.	gene_id ""ENSMUSG00000068220.7""; transcript_id ""ENSMUST00000089377.6""; gene_type ""protein_coding""; gene_name ""Lgals1""; transcript_type ""protein_coding""; transcript_name ""Lgals1-201""; exon_number 2; exon_id ""ENSMUSE00000557882.2""; level 2; protein_id ""ENSMUSP00000086795.6""; transcript_support_level ""1""; mgi_id ""MGI:96777""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS27628.1""; havana_gene ""OTTMUSG00000070759.1""; havana_transcript ""OTTMUST00000170976.1"";"
protein_1be097e6870c1cf0730492a3b988a24d343956ed810eb5ba6021075fddda67d4	Rn18s-rs5 → Lgals1	right	Lgals1	ENSMUSG00000068220.7	ENSMUST00000089377.6	chr15	+	ENSMUSE00000557879.2	3	78813833	78814004	180	351	172	60	117	1491567	"chr15	HAVANA	exon	78813833	78814004	.	+	.	gene_id ""ENSMUSG00000068220.7""; transcript_id ""ENSMUST00000089377.6""; gene_type ""protein_coding""; gene_name ""Lgals1""; transcript_type ""protein_coding""; transcript_name ""Lgals1-201""; exon_number 3; exon_id ""ENSMUSE00000557879.2""; level 2; protein_id ""ENSMUSP00000086795.6""; transcript_support_level ""1""; mgi_id ""MGI:96777""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS27628.1""; havana_gene ""OTTMUSG00000070759.1""; havana_transcript ""OTTMUST00000170976.1"";"
